qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
372,Native American casino ,0.1169,7,rm3.topn10.10.0.5.bm25,0.3529,tribal indian american pequot la reserv nativ davi vega stock casino gambl ,onfields.topn3.10.2.25.1.bm25,0.2968,"{'american': 2, 'nativ': 2, 'indian': 2.0, 'casino': 2, 'pequot': 1.964, 'tribe': 1.429, 'gambl': 1.393, 'tribal': 1.393, 'foxwood': 1.321, 'connecticut': 1.286, 'hous': 1.25, 'rieff': 1.214, 'spanier': 1.214} ",conceptnet.topn3,0.2777,native american casino indian chief person dollar ,relevancefeedback.topn10.bm25,0.2637,native american casino indian pequot who davi dollar vega it crockford reserv ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2133,"{'american': 2, 'nativ': 2, 'casino': 2, 'indian': 1.767, 'tribal': 1.493, 'tribe': 1.37, 'state': 1.342, 'info': 1.274, 'mgcb': 1.192, '2002': 1.137, 'game': 1.0} ",wordnet.topn3,0.1626,native american casino indigene aboriginal American language American English gambling casino cassino ,glove.topn3,0.1503,native american casino   u s  gambling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,encryption equipment export ,0.1072,3,bertqe.topn10.bm25,0.1727,"{'encryption equipment export': 1.5, 'exports encryption programs ': 1.0, 'export laws cryptography  phil': 0.9957127545551983, 'encryption equipment ends': 0.934887459807074, 'encryption device based': 0.8979099678456592, 'encryption technology commercialized ': 0.44212218649517687} ",stem.lovins,0.1532,encrypt equipm export ,relevancefeedback.topn10.bm25,0.1175,encryption equipment export encrypt gsm us system ntt softwar chip internet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Nobel prize winners ,0.2745,14,tagmee.topn3.replace,0.4624,Nobel Prize ,wiki.topn3.replace,0.4576,awards established in      nobel prizin physics maricurie Nobel Prize ,stem.trunc5,0.4427,nobel prize winne ,wiki.topn3,0.4288,nobel prize winners awards established in      nobel prizin physics maricurie Nobel Prize ,tagmee.topn3,0.3868,nobel prize winners Nobel Prize ,conceptluster.topn5.3.bm25,0.3868,nobel prize winners nobel prize ,glove.topn3,0.3852,nobel prize winners laureate prize nobel finalists ,anchor.topn3,0.3786,nobel prize winners  nobel exaucé             starodubka friedebert sødringsk ,wordnet.topn3,0.3764,nobel prize winners Alfred Bernhard Nobel Alfred Nobel jimmy prise prime succeeder achiever ,conceptnet.topn3,0.3588,nobel prize winners Alfred Bernhard Nobel reward value happy ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.3296,"{'winner': 2, 'prize': 2, 'nobel': 2, 'univers': 1.553, 'hous': 1.155, 'test': 1.155, 'stanford': 1.146, 'ban': 1.126, 'princeton': 1.117, 'comprehens': 1.097, 'laureat': 1.068, 'treati': 1.0} ",glove.topn3.replace,0.3252,laureate prize nobel finalists ,bertqe.topn10.bm25,0.308,"{'Nobel prize winners': 1.5, '1984 nobel': 1.0, 'nobel peace prize winner': 0.9986214027227296, 'economics prize winner herbert simon ': 0.9950025848698949, 'nobel prize laureates ': 0.5859038428399104, 'winners americans leon lederman ': 0.5473031190763399} ",stem.paicehusk,0.2915,nobel priz win ,,,,,,,,,,,,,,,,,,,,,
375,hydrogen energy ,0.2136,2,word2vec.topn3,0.3083,hydrogen energy helium deuterium enery ,rm3.topn10.10.0.5.bm25,0.2598,batteri energi electr hydrogen car fusion fuel research nickel engin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,World Court ,0.0226,5,tagmee.topn3,0.0623,world court International Court of Justice ,conceptluster.topn5.3.bm25,0.0623,world court international court justice ,tagmee.topn3.replace,0.0473,International Court of Justice ,wiki.topn3,0.0287,world court international court of justice international law international criminal court International Court of Justice ,wiki.topn3.replace,0.0232,international court of justice international law international criminal court International Court of Justice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,cigar smoking ,0.3225,3,bertqe.topn10.bm25,0.4076,"{'cigar smoking': 0.5483870967741935, 'cigarsmoking attorney talking': 1.0, 'cigar smoking  world': 0.8709677419354839, 'partner smoking cigar ': 0.4516129032258064, 'assn  america  cigar smoking': 0.3870967741935484} ",stem.lovins,0.3829,cigar smok ,wiki.topn3,0.3443,cigar smoking cigars cigarette quaker oats company Cigar addiction habits tobacco smoking Smoking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,euro opposition ,0.0079,9,glove.topn3,0.0788,euro opposition currency european supporters opponents ,wiki.topn3.replace,0.0685,currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,wiki.topn3,0.068,euro opposition currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,glove.topn3.replace,0.0382,currency european supporters opponents ,conceptnet.topn3,0.0216,euro opposition europe against mutual opposition ,tagmee.topn3.replace,0.0141,Euro Opposition  politics ,tagmee.topn3,0.0109,euro opposition Euro Opposition  politics ,conceptluster.topn5.3.bm25,0.0109,euro opposition euro opposition politics ,word2vec.topn3,0.0094,euro opposition opponents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,mainstreaming ,0.0285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,obesity medical treatment ,0.1958,9,tagmee.topn3,0.3938,obesity medical treatment Obesity Therapy ,conceptluster.topn5.3.bm25,0.3938,obesity medical treatment obesity therapy ,anchor.topn3.replace,0.3338,obesity zéphire prehistoriqu infirmièr tretman   poseban  treatment ,wiki.topn3,0.3255,obesity medical treatment bariatrics overweight body shape Obesity diagnosis hyperkinetic disorder symptom Therapy ,docluster.topn10.3.bm25,0.27899999999999997,obesity medical treatment weight diet ,relevancefeedback.topn10.bm25,0.2616,obesity medical treatment diet drug children healthcar weight plan obes have ,bertqe.topn10.bm25,0.2461,"{'obesity medical treatment': 1.5, 'entire field obesity treatment ': 1.0, 'field obesity treatment ': 0.9994232155731795, 'treatment grossly obese ': 0.9858687815428984, 'treatment seriously obese': 0.5737563085796684, 'drugs assist weight': 0.12155731795241527} ",conceptnet.topn3.replace,0.2303,obesity medical dealing ,word2vec.topn3,0.2266,obesity medical treatment obesity related non medical medicine treament treatement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,alternative medicine ,0.0558,4,wiki.topn3.replace,0.102,holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,wiki.topn3,0.0961,alternative medicine holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,word2vec.topn3,0.0608,alternative medicine medical ,onfields.topn3.10.2.25.1.bm25,0.0596,"{'heal': 2.0, 'altern': 2, 'medicin': 2, 'agenc': 1.677, 'patient': 1.516, 'treatment': 1.484, 'doctor': 1.452, 'emi': 1.419, 'healer': 1.29, 'diseas': 1.161, 'refus': 1.097} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,hydrogen fuel automobiles ,0.5459,6,sensedisambiguation,0.6183,hydrogen fuel automobiles car ,conceptluster.topn5.3.bm25,0.6183,hydrogen fuel automobiles hydrogen vehicle car ,wiki.topn3,0.5903,hydrogen fuel automobiles hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle wheeled vehicles automobiles assembly line Car ,thesaurus.topn3,0.585,hydrogen fuel automobiles   ammunition electricity  auto bus ,tagmee.topn3,0.5659,hydrogen fuel automobiles Hydrogen vehicle Hydrogen vehicle Car ,wiki.topn3.replace,0.5469,hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle wheeled vehicles automobiles assembly line Car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,mental illness drugs ,0.0245,12,docluster.topn10.3.bm25,0.046,mental illness drugs patient ,wiki.topn3,0.0448,mental illness drugs mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,tagmee.topn3,0.0406,mental illness drugs Mental disorder Psychoactive drug ,conceptluster.topn5.3.bm25,0.0406,mental illness drugs psychoactive drug mental disorder ,tagmee.topn3.replace,0.0387,Mental disorder Psychoactive drug ,sensedisambiguation,0.0372,mental illness drugs drug ,wiki.topn3.replace,0.037000000000000005,mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,bertqe.topn10.bm25,0.0311,"{'mental illness drugs': 1.5, 'drug abuse mental health': 1.0, 'severe depression addiction': 0.349096587106848, 'alcohol  drug abuse mental': 0.3116216819094356, 'antipsychotic drugs   p   p ': 0.24336381887129152, 'abuse drugs find helping hand': 0.1795672540709346} ",onfields.topn3.10.2.25.1.bm25,0.0309,"{'drug': 2, 'ill': 2, 'mental': 2, 'patient': 1.707, 'river': 1.672, 'abus': 1.431, 'alcohol': 1.414, 'decis': 1.259, 'diagnos': 1.207, 'boynton': 1.138, 'dualli': 1.0} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.0286,"{'drug': 2, 'ill': 2, 'age': 2.0, 'mental': 2, 'past': 1.78, 'year': 1.724, 'seriou': 1.458, 'older': 1.351, '2001': 1.337, 'abus': 1.286, 'treatmentcounsel': 1.269} ",relevancefeedback.topn10.bm25,0.0276,mental illness drugs said program patient we drug she risk ,wordnet.topn3,0.026000000000000002,mental illness drugs genial sickness unwellness malady dose do drugs ,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,space station moon ,0.2062,3,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2601,"{'moon': 2, 'mso': 2.0, 'station': 2, 'space': 2, 'stylepositionabsolut': 1.219, 'earth': 1.161, 'orbit': 1.156, 'gte': 1.12, 'ooleobject': 1.104, 'msolevelnumberpositionleft': 1.084, 'filledf': 1.067} ",bertqe.topn10.bm25,0.2422,"{'space station moon': 1.0, 'research station moon ': 0.9983690112130479, 'station  spaceport  moon mars': 0.9959225280326198, 'spaceport moon': 0.9869520897043833, 'lunar station': 0.9800203873598369} ",termluster.topn5.3.bm25,0.2204,space station moon man moon station man moon space man space station ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,hybrid fuel cars ,0.3361,9,relevancefeedback.topn10.bm25,0.601,hybrid fuel cars electr car engin drive hydrogen batteri buse daimler vehicl ,rm3.topn10.10.0.5.bm25,0.5711,batteri electr hydrogen car hybrid drive fuel research vehicl engin ,onfields.topn3.10.2.25.1.bm25,0.4811,"{'fuel': 2, 'car': 2, 'electr': 2.0, 'hybrid': 2, 'engin': 1.838, 'auto': 1.541, 'motor': 1.514, 'mcgee': 1.459, 'vehicl': 1.432, 'turbin': 1.432, 'combust': 1.324, 'batteri': 1.135} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.4323,"{'car': 2, 'fuel': 2, 'hybrid': 2, 'ga': 1.982, 'vehicl': 1.717, '2003': 1.593, 'engin': 1.531, 'emiss': 1.381, 'detroit': 1.336, 'civic': 1.301, 'priu': 1.195} ",tagmee.topn3.replace,0.3998,Hybrid vehicle Fuel Car ,tagmee.topn3,0.3973,hybrid fuel cars Hybrid vehicle Fuel Car ,conceptluster.topn5.3.bm25,0.3973,hybrid fuel cars car fuel hybrid vehicle ,word2vec.topn3,0.3548,hybrid fuel cars non hybrid gasoline automobiles vehicles ,sensedisambiguation,0.3371,hybrid fuel cars car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,teaching disabled children ,0.032,12,onfields.topn3.10.2.25.1.bm25,0.1116,"{'teach': 2, 'school': 2.0, 'children': 2, 'disabl': 2, 'educ': 1.68, 'handicap': 1.62, 'special': 1.6, 'learn': 1.48, 'regular': 1.44, 'parent': 1.38, 'engelman': 1.14, 'nonhandicap': 1.12} ",rm3.topn10.10.0.5.bm25,0.077,school student educ program center teach music children learn disabl buckei ,wordnet.topn3,0.064,teaching disabled children instruction commandment disenable tiddler shaver nipper ,word2vec.topn3,0.0572,teaching disabled children learning instruction handicapped kids adults parents ,wiki.topn3,0.0514,teaching disabled children knowledge sharing philosophy of education education Education advocacy special needs learning disability Disability childhood adoption overweight Child ,termluster.topn5.3.bm25,0.0447,teaching disabled children school said children school disabl said ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.0436,"{'children': 2, 'disabl': 2, 'teach': 2, 'educ': 2.0, 'project': 1.644, 'program': 1.587, 'read': 1.344, 'student': 1.337, 'mathemat': 1.3, 'cours': 1.25, 'licens': 1.163} ",word2vec.topn3.replace,0.0429,learning instruction handicapped kids adults parents ,relevancefeedback.topn10.bm25,0.0395,teaching disabled children center school learn music student orang he buckei barsch ,wiki.topn3.replace,0.0385,knowledge sharing philosophy of education education Education advocacy special needs learning disability Disability childhood adoption overweight Child ,tagmee.topn3,0.0359,teaching disabled children Education Disability Child ,conceptluster.topn5.3.bm25,0.0359,teaching disabled children child education disability ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,radioactive waste ,0.1303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,organic soil enhancement ,0.0263,6,stem.trunc5,0.0532,organ soil enhan ,conceptluster.topn5.3.bm25,0.0379,organic soil enhancement soil ,conceptnet.topn3,0.0376,organic soil enhancement ground a potato ,tagmee.topn3,0.0348,organic soil enhancement Soil Soil ,wordnet.topn3.replace,0.0346,constitutional organic fertilizer land filth bemire sweetening ,wordnet.topn3,0.0294,organic soil enhancement organic fertiliser constitutive begrime grunge territory sweetening ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,illegal technology transfer ,0.021,2,onfields.topn3.10.2.25.1.bm25,0.0348,"{'technolog': 2, 'illeg': 2, 'transfer': 2, 'market': 2.0, 'land': 1.706, 'nci': 1.426, 'financi': 1.324, 'labor': 1.324, 'isc': 1.162, 'guerin': 1.147, 'launder': 1.132, 'landus': 1.088, 'equerri': 1.0} ",stem.paicehusk,0.0285,illeg technolog transf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,orphan drugs ,0.08,12,rm3.topn10.10.0.5.bm25,0.5066,aid epo orphan patient amgen approv drug diseas rare insur ,relevancefeedback.topn10.bm25,0.43799999999999994,orphan drugs drug diseas aid joe amgen ,docluster.topn10.3.bm25,0.3181,orphan drugs drug aid ,termluster.topn5.3.bm25,0.2516,orphan drugs drug patient year year patient orphan ,onfields.topn3.10.2.25.1.bm25,0.2114,"{'orphan': 2, 'drug': 2, 'aid': 1.494, 'mason': 1.108, 'lyphom': 1.084, 'diseas': 1.084, 'prograf': 1.06, 'provis': 1.048, 'exclus': 1.048, 'respons': 1.048, 'orphandrug': 1.024} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1442,"{'orphan': 2, 'drug': 2, 'fda': 1.466, 'design': 1.313, 'approv': 1.261, 'sponsor': 1.255, 'product': 1.239, 'comment': 1.19, 'clinic': 1.178, 'diseas': 1.173, 'exclus': 1.149} ",wordnet.topn3,0.1067,orphan drugs dose do drugs ,word2vec.topn3,0.1027,orphan drugs medications ,glove.topn3,0.1027,orphan drugs medications ,wordnet.topn3.replace,0.0977,orphan do drugs dose ,sensedisambiguation,0.0973,orphan drugs drug ,wiki.topn3,0.0808,orphan drugs pantoprazole proteasinhibitor  pharmacology  ambrisentan Orphan drug ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,R D drug prices ,0.2543,13,tagmee.topn3,0.5511,r   drug prices Research and development Pharmaceutical drug Price ,conceptluster.topn5.3.bm25,0.5511,r   drug prices pharmaceutical drug price research development ,tagmee.topn3.replace,0.5104,Research and development Pharmaceutical drug Price ,wiki.topn3,0.496,r   drug prices research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,onfields.topn3.10.2.25.1.bm25,0.4571,"{'price': 2, 'r&d': 2, 'drug': 2, 'rd': 2.0, 'compani': 1.696, 'research': 1.518, 'pharmaceut': 1.518, 'increas': 1.393, 'compound': 1.232, 'medicin': 1.196, 'scheringplough': 1.196, 'cesan': 1.071, '265bn': 1.054} ",termluster.topn5.3.bm25,0.4277,r   drug prices compani industri pharmaceut year market increas ,rm3.topn10.10.0.5.bm25,0.3911,takeda dr spend compound drug pharmaceut japan r medicin d japanes price research ,wiki.topn3.replace,0.3522,research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,docluster.topn10.3.bm25,0.3398,r d drug prices cent compani ,conceptnet.topn3,0.3379,r   drug prices sale ,conceptnet.topn3.replace,0.3116,r   drug prices ,sensedisambiguation,0.2777,R roentgen   D drug prices price ,sensedisambiguation.replace,0.257,roentgen   D drug price ,,,,,,,,,,,,,,,,,,,,,,,,
392,robotics ,0.4736,6,onfields.topn3.10.2.25.1.bm25,0.4876,"{'robot': 2, 'supplier': 1.162, 'automot': 1.096, 'weld': 1.081, 'increas': 1.081, 'engelberg': 1.059, 'demark': 1.051, 'mattucci': 1.051, 'gmfanuc': 1.037, 'comau': 1.037, 'r2d2': 1.022} ",termluster.topn5.3.bm25,0.4875,robotics year sai new ,tagmee.topn3,0.4737,robotics Robotics ,relevancefeedback.topn10.bm25,0.4737,robotics robot ,docluster.topn10.3.bm25,0.4737,robotics robot ,conceptluster.topn5.3.bm25,0.4737,robotics robotics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,mercy killing ,0.0551,5,wiki.topn3,0.2184,mercy killing suicide types terminal illness eugenics Euthanasia ,wiki.topn3.replace,0.1825,suicide types terminal illness eugenics Euthanasia ,tagmee.topn3,0.1528,mercy killing Euthanasia ,conceptluster.topn5.3.bm25,0.1528,mercy killing euthanasia ,tagmee.topn3.replace,0.1091,Euthanasia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,home schooling ,0.0174,2,relevancefeedback.topn10.bm25,0.0629,home schooling school said children ,termluster.topn5.3.bm25,0.024,home schooling school said said home ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,tourism ,0.1345,5,conceptnet.topn3,0.1784,tourism tourist ,glove.topn3,0.1722,tourism tourist industry ,word2vec.topn3,0.1611,tourism tourist tourism related ,word2vec.topn3.replace,0.154,tourist tourism related ,bertqe.topn10.bm25,0.136,"{'tourism': 1.5, 'tourism experiencing deep': 1.0, 'tourism immediately exportable': 0.7272727272727272, 'global tourism industry generated': 0.318181818181818, 'tourism new industry ': 0.318181818181818, 'tourism  vietnam latest': 0.22727272727272718} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,sick building syndrome ,0.152,3,wiki.topn3,0.17300000000000001,sick building syndrome green cleaning greenguard environmental institute biomedical waste Sick building syndrome ,docluster.topn10.3.bm25,0.1716,sick building syndrome build have fibr ,sensedisambiguation,0.165,sick building construction syndrome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,automobile recalls ,0.0179,9,sensedisambiguation.replace,0.4452,car recall ,sensedisambiguation,0.2375,automobile car recalls recall ,glove.topn3.replace,0.0976,auto recalls ,stem.paicehusk,0.0604,automobl recal ,rm3.topn10.10.0.5.bm25,0.0488,gm defect seat model semiconductor car japan recal automobil safeti ,onfields.topn3.10.2.25.1.bm25,0.0481,"{'car': 2.0, 'recal': 2, 'automobil': 2, 'seat': 1.923, 'vaz': 1.846, 'logovaz': 1.5, 'defect': 1.462, 'purchas': 1.308, 'krasnenk': 1.269, 'zhiguli': 1.192, 'safeti': 1.0} ",conceptnet.topn3,0.0293,automobile recalls car ,bertqe.topn10.bm25,0.0255,"{'automobile recalls': 1.5, '39 recalls various': 1.0, 'recalled': 0.9982876712328766, 'recall information   p   p  ': 0.406392694063927, 'recalled manufacturers': 0.356544901065449, 'number recalled vehicles could': 0.316400304414003} ",glove.topn3,0.0218,automobile recalls auto ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,dismantling Europe s arsenal ,0.0316,9,word2vec.topn3,0.0788,dismantling europe  s arsenal demolishing germany european europe  s of  s s armoury weapon ,stem.trunc5,0.0576,disma europ   s arsen ,wiki.topn3,0.0504,dismantling europe  s arsenal cultural concepts peninsulas of asia europe Europe armories  military  arsenals embrasure Arsenal ,sensedisambiguation,0.0484,dismantling strip Europe european union  s arsenal ,word2vec.topn3.replace,0.0479,demolishing germany european europe  s of  s s armoury weapon ,tagmee.topn3.replace,0.0475,Europe Arsenal ,onfields.topn3.10.2.25.1.bm25,0.0422,"{""europe'"": 2, 'dismantl': 2, 'arsen': 2, 'weapon': 2.0, 'soviet': 1.73, 'chemic': 1.595, 'nuclear': 1.541, 'missil': 1.378, 'signific': 1.135, 'poststart': 1.108, 'cruis': 1.081, 'overarma': 1.081, 'treati': 1.0} ",tagmee.topn3,0.0407,dismantling europe  s arsenal Europe Arsenal ,sensedisambiguation.replace,0.0344,strip european union  s arsenal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,oceanographic vessels ,0.1489,3,rm3.topn10.10.0.5.bm25,0.2237,vessel radioact oceanograph japan scripp dump okean sea russian korea research ,onfields.topn3.10.2.25.1.bm25,0.1686,"{'vessel': 2, 'ocean': 2.0, 'research': 2.0, 'oceanograph': 2, 'scripp': 1.429, 'oceanographi': 1.286, 'frieman': 1.286, 'univers': 1.229, 'saalfeld': 1.229, 'geopolit': 1.143, 'propos': 1.143, 'navi': 1.0} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1643,"{'vessel': 2, 'oceanograph': 2, 'ship': 2.0, 'ocean': 1.996, 'oper': 1.973, 'research': 1.957, 'fleet': 1.55, 'unol': 1.508, 'nsf': 1.426, 'noaa': 1.283, 'univers': 1.252} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Amazon rain forest ,0.3971,13,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.5379999999999999,"{'rain': 2, 'forest': 2, 'amazon': 2, 'vol': 1.53, 'deforest': 1.41, 'brazil': 1.396, 'tropic': 1.291, 'amazonia': 1.254, 'var': 1.134, 'rainforest': 1.134, 'atmospher': 1.104, 'fearnsid': 1.104} ",onfields.topn3.10.2.25.1.bm25,0.5011,"{'rain': 2, 'forest': 2, 'amazon': 2, 'brazil': 1.287, 'speci': 1.218, 'mend': 1.218, 'tree': 1.207, 'tropic': 1.092, 'tapper': 1.092, 'deforest': 1.08, 'tambaqui': 1.057} ",tagmee.topn3,0.4975,amazon rain forest Amazon rainforest ,conceptluster.topn5.3.bm25,0.4975,amazon rain forest amazon rainforest ,termluster.topn5.3.bm25,0.4823,amazon rain forest brazil forest rain amazon brazil forest amazon brazil rain ,rm3.topn10.10.0.5.bm25,0.4788,mend burn brazil rain murder land brazilian tapper forest amazon ,glove.topn3,0.4686,amazon rain forest amazonian amazon com downpour woodland ,word2vec.topn3,0.4505,amazon rain forest amazon com downpour forestry woods ,wiki.topn3,0.4474,amazon rain forest natural history of ecuador forestry in south america natural history of peru Amazon rainforest ,relevancefeedback.topn10.bm25,0.4461,amazon rain forest mend have fund he ,docluster.topn10.3.bm25,0.4294,amazon rain forest have mend ,tagmee.topn3.replace,0.4111,Amazon rainforest ,bertqe.topn10.bm25,0.3976,"{'Amazon rain forest': 1.5, 'amazon rain forest brazil ': 1.0, 'great amazon rain forest ': 0.9986751457339692, 'rain forests amazon ': 0.998410174880763, 'amazon rain forest': 0.788023317435082, 'amazon rain forest recent': 0.8161102278749338} ",,,,,,,,,,,,,,,,,,,,,,,,
401,foreign minorities  Germany ,0.0311,3,termluster.topn5.3.bm25,0.0708,foreign minorities germany germani foreign ,relevancefeedback.topn10.bm25,0.0576,foreign minorities  germany germani vote russia german mr turkei we he ,wordnet.topn3,0.0366,foreign minorities germany strange alien nonage Federal Republic of Germany FRG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,behavioral genetics ,0.1344,9,rm3.topn10.10.0.5.bm25,0.2495,pregnanc schizophrenia genet behavior she dna twin studi research disord ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1795,"{'behavior': 2, 'genet': 2, 'alcohol': 1.746, 'environment': 1.733, 'factor': 1.439, 'twin': 1.432, 'influenc': 1.376, 'abus': 1.366, 'correl': 1.281, 'studi': 1.234, 'genotypeenviron': 1.158} ",wiki.topn3,0.1636,behavioral genetics behavior genetics association eysenck personality questionnaire evolutionary developmental psychology Behavioural genetics ,conceptnet.topn3,0.1578,behavioral genetics linkage ,termluster.topn5.3.bm25,0.1567,behavioral genetics studi ,wiki.topn3.replace,0.1489,behavior genetics association eysenck personality questionnaire evolutionary developmental psychology Behavioural genetics ,onfields.topn3.10.2.25.1.bm25,0.1391,"{'behavior': 2, 'genet': 2, 'hodg': 1.806, 'pregnanc': 1.742, 'risk': 1.71, 'mental': 1.613, 'disord': 1.548, 'greenberg': 1.419, 'amniocentesi': 1.387, 'prenat': 1.323, 'agre': 1.226} ",tagmee.topn3,0.1374,behavioral genetics Behavioural genetics ,conceptluster.topn5.3.bm25,0.1374,behavioral genetics behavioural genetics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,osteoporosis ,0.4423,6,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.557,"{'osteoporosi': 2, 'bone': 1.571, 'nation': 1.409, 'health': 1.306, 'diseas': 1.271, 'relat': 1.206, 'resourc': 1.188, 'center': 1.185, 'american': 1.174, 'diseasesn': 1.162, 'arthriti': 1.109} ",onfields.topn3.10.2.25.1.bm25,0.5416,"{'bone': 2.0, 'osteoporosi': 2, 'women': 1.796, 'fractur': 1.612, 'exercis': 1.531, 'estrogen': 1.327, 'calcium': 1.265, 'diseas': 1.224, 'etidron': 1.184, 'increas': 1.122, 'dalski': 1.0} ",docluster.topn10.3.bm25,0.5102,osteoporosis fractur bone ,termluster.topn5.3.bm25,0.5021,osteoporosis women bone ,relevancefeedback.topn10.bm25,0.4565,osteoporosis fractur bone daughter risk studi hrt my women ,bertqe.topn10.bm25,0.4435,"{'osteoporosis': 1.5, 'osteoporosis  potentially disabling disease': 1.0, 'classical manifestation  osteoporosis': 0.5578370978781658, 'osteoporosis appear': 0.535249828884326, 'osteoporosis  p   headline   text ': 0.49418206707734447, 'rise osteoporosis': 0.3018480492813143} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
