qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
371,health insurance holistic ,0.0015,20,wiki.topn3.replace,0.0252,health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,thesaurus.topn3,0.0207,health insurance holistic  energy fitness  allowance coverage  comprehensive integrated ,wiki.topn3,0.018000000000000002,health insurance holistic health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,rm3.topn10.10.0.5.qld,0.0158,food club health treatment your enright organ magazin doctor insur holist bill ,thesaurus.topn3.replace,0.0147,energy fitness  allowance coverage  comprehensive integrated ,wordnet.topn3,0.0125,health insurance holistic wellness indemnity insurance policy ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0075,"{'holist': 2, 'health': 2, 'insur': 2, 'employ': 1.556, 'busi': 1.444, 'permit': 1.393, 'provid': 1.385, 'practition': 1.385, 'coverag': 1.252, 'licens': 1.207, 'massag': 1.185} ",word2vec.topn3,0.0071,health insurance holistic well being wellbeing nutrition premiums wholistic integrative ,relevancefeedback.topn10.qld,0.0055,health insurance holistic he you enright food busi popul her organ altern ,tagmee.topn3.replace,0.0046,Health insurance Holistic health ,onfields.topn3.10.2.25.1.qld,0.0036,"{'holist': 2, 'insur': 2, 'health': 2, 'bill': 2.0, 'treatment': 1.698, 'majl': 1.396, 'magazin': 1.358, 'enright': 1.34, 'tuman': 1.321, '1373': 1.208, 'increas': 1.17, 'supervis': 1.17, 'fiveyear': 1.113, 'advertis': 1.113} ",stem.lovins,0.0032,health insur hol ,anchor.topn3,0.003,health insurance holistic mapogo center midland health northwest ,tagmee.topn3,0.0029,health insurance holistic Health insurance Holistic health ,conceptluster.topn5.3.qld,0.0029,health insurance holistic health insurance holistic health ,glove.topn3,0.0027,health insurance holistic care healthcare premiums emphasizes spirituality ,conceptnet.topn3,0.0023,health insurance holistic eating vegetables maintaining muscle strength riding a bicycle expensive term insurance business interruption insurance ,sensedisambiguation,0.0022,health insurance policy holistic ,bertqe.topn10.qld,0.002,"{'health insurance holistic': 1.5, 'universal access family planning': 1.0, 'offer better personal': 0.5980265976134417, 'good health  based': 0.5623164393313692, '2000 holistic healthrelated establishments including': 0.49657051657400675, 'holistic approach spend': 0.4576756866286165} ",termluster.topn5.3.qld,0.0017,health insurance holistic need peopl ,,,
372,Native American casino ,0.0874,8,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3023,"{'casino': 2, 'american': 2, 'nativ': 2, 'tax': 1.902, 'reserv': 1.675, 'wisconsin': 1.594, 'tribe': 1.549, 'indian': 1.499, 'tribal': 1.475, 'taxabl': 1.208, 'gambl': 1.201, 'nonn': 1.142} ",rm3.topn10.10.0.5.qld,0.2655,tribal indian american la pequot nativ davi white vega stock casino gambl ,conceptnet.topn3,0.2044,native american casino indian chief person dollar ,onfields.topn3.10.2.25.1.qld,0.1883,"{'american': 2, 'nativ': 2, 'indian': 2.0, 'casino': 2, 'pequot': 1.771, 'historian': 1.543, 'limerick': 1.429, 'tribe': 1.343, 'tribal': 1.314, 'univers': 1.314, 'foxwood': 1.257, 'revisionist': 1.229, 'cronon': 1.143} ",relevancefeedback.topn10.qld,0.1628,native american casino indian pequot historian davi who vega we dollar rate ,wordnet.topn3,0.1602,native american casino indigene aboriginal American language American English gambling casino cassino ,glove.topn3,0.1469,native american casino   u s  gambling ,anchor.topn3,0.0947,native american casino  hangu  bodinier  snj    aquasino casinos lans casino hessel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,encryption equipment export ,0.0939,2,bertqe.topn10.qld,0.1381,"{'encryption equipment export': 1.5, 'export laws cryptography  phil': 1.0, 'encryption equipment ends': 0.9443842971971411, 'encryption device based': 0.9107022490806481, 'incorporate encryption technology': 0.4247178066647406, 'systems utilize encryption technology': 0.26152669658151345} ",stem.lovins,0.1072,encrypt equipm export ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Nobel prize winners ,0.3221,12,tagmee.topn3.replace,0.4731,Nobel Prize ,wiki.topn3.replace,0.4658,awards established in      nobel prizin physics maricurie Nobel Prize ,stem.trunc5,0.449,nobel prize winne ,wiki.topn3,0.4401,nobel prize winners awards established in      nobel prizin physics maricurie Nobel Prize ,tagmee.topn3,0.4031,nobel prize winners Nobel Prize ,termluster.topn5.3.qld,0.4031,nobel prize winners prize nobel ,conceptluster.topn5.3.qld,0.4031,nobel prize winners nobel prize ,glove.topn3,0.3879,nobel prize winners laureate prize nobel finalists ,anchor.topn3,0.3843,nobel prize winners  nobel exaucé             starodubka friedebert sødringsk ,conceptnet.topn3,0.3738,nobel prize winners Alfred Bernhard Nobel reward value happy ,wordnet.topn3,0.3724,nobel prize winners Alfred Bernhard Nobel Alfred Nobel jimmy prise prime succeeder achiever ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3296,"{'winner': 2, 'prize': 2, 'nobel': 2, 'univers': 1.553, 'hous': 1.155, 'test': 1.155, 'stanford': 1.146, 'ban': 1.126, 'princeton': 1.117, 'comprehens': 1.097, 'laureat': 1.068, 'treati': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hydrogen energy ,0.2577,1,word2vec.topn3,0.2729,hydrogen energy helium deuterium enery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,World Court ,0.0054,6,wiki.topn3.replace,0.0175,international court of justice international law international criminal court International Court of Justice ,wiki.topn3,0.013999999999999999,world court international court of justice international law international criminal court International Court of Justice ,tagmee.topn3.replace,0.0132,International Court of Justice ,bertqe.topn10.qld,0.0101,"{'World Court': 1.5, 'world court  tehran regime': 1.0, 'world court  likely': 0.9999302457984175, 'world court': 0.9994474099569116, 'spurn world court  ever': 0.9992615026481212, 'world court would': 0.9988577583778675} ",tagmee.topn3,0.0069,world court International Court of Justice ,conceptluster.topn5.3.qld,0.0069,world court international court justice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,cigar smoking ,0.3294,3,wiki.topn3,0.3537,cigar smoking cigars cigarette quaker oats company Cigar addiction habits tobacco smoking Smoking ,bertqe.topn10.qld,0.3479,"{'cigar smoking': 1.0, 'partner smoking cigar ': 0.9112718336567949, 'assn  america  cigar smoking': 0.8621242731861135, ' p   cigar smoker': 0.6843418148105118, 'still  new cigar smokers': 0.5573889593685988} ",stem.lovins,0.3347,cigar smok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,euro opposition ,0.0073,10,glove.topn3,0.0821,euro opposition currency european supporters opponents ,wiki.topn3,0.0598,euro opposition currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,glove.topn3.replace,0.0476,currency european supporters opponents ,wiki.topn3.replace,0.0474,currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,conceptnet.topn3,0.0187,euro opposition europe against mutual opposition ,tagmee.topn3.replace,0.0156,Euro Opposition  politics ,bertqe.topn10.qld,0.0146,"{'euro opposition': 1.5, 'eurosceptics argue': 1.0, 'eurosceptic campaign almost unnoticed': 0.7385474481080754, 'eurosceptic  said government would': 0.5348546952719774, 'eurosceptics content': 0.4640754494731454, 'tory eurosceptics may join': 0.4407875206182446} ",tagmee.topn3,0.0106,euro opposition Euro Opposition  politics ,conceptluster.topn5.3.qld,0.0106,euro opposition euro opposition politics ,word2vec.topn3,0.0092,euro opposition opponents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,mainstreaming ,0.0225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,obesity medical treatment ,0.1557,11,tagmee.topn3,0.3678,obesity medical treatment Obesity Therapy ,conceptluster.topn5.3.qld,0.3678,obesity medical treatment obesity therapy ,wiki.topn3,0.32299999999999995,obesity medical treatment bariatrics overweight body shape Obesity diagnosis hyperkinetic disorder symptom Therapy ,conceptnet.topn3.replace,0.2867,obesity medical dealing ,anchor.topn3.replace,0.2376,obesity zéphire prehistoriqu infirmièr tretman   poseban  treatment ,bertqe.topn10.qld,0.223,"{'obesity medical treatment': 1.5, 'entire field obesity treatment ': 1.0, 'field obesity treatment ': 0.9995007824041984, 'diet changes drug treatment ': 0.979214600298956, 'treatment seriously obese': 0.5794765908303308, 'services  including obesity fertility': 0.358990495814678} ",word2vec.topn3,0.2125,obesity medical treatment obesity related non medical medicine treament treatement ,relevancefeedback.topn10.qld,0.204,obesity medical treatment diet healthcar drug cholesterol weight have clinic plan ,word2vec.topn3.replace,0.18600000000000003,obesity related non medical medicine treament treatement ,docluster.topn10.3.qld,0.1779,obesity medical treatment have ,conceptnet.topn3,0.1631,obesity medical treatment exercise doctor operation dealing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,alternative medicine ,0.0528,2,wiki.topn3,0.0811,alternative medicine holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,wiki.topn3.replace,0.0804,holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,hydrogen fuel automobiles ,0.6122,1,conceptluster.topn5.3.qld,0.6331,hydrogen fuel automobiles hydrogen vehicle car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,mental illness drugs ,0.0216,11,wiki.topn3,0.0408,mental illness drugs mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,sensedisambiguation,0.0388,mental illness drugs drug ,wiki.topn3.replace,0.0352,mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,tagmee.topn3.replace,0.0334,Mental disorder Psychoactive drug ,onfields.topn3.10.2.25.1.qld,0.0309,"{'drug': 2, 'ill': 2, 'mental': 2, 'patient': 1.707, 'river': 1.672, 'abus': 1.431, 'alcohol': 1.414, 'decis': 1.259, 'diagnos': 1.207, 'boynton': 1.138, 'dualli': 1.0} ",termluster.topn5.3.qld,0.0308,mental illness drugs drug ill becaus year treatment problem year treatment problem ,tagmee.topn3,0.0307,mental illness drugs Mental disorder Psychoactive drug ,conceptluster.topn5.3.qld,0.0307,mental illness drugs psychoactive drug mental disorder ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0282,"{'drug': 2, 'age': 2.0, 'ill': 2, 'mental': 2, 'past': 1.713, 'year': 1.669, 'treatment': 1.458, 'inmat': 1.4, '2002': 1.266, 'abus': 1.24, '2001': 1.213, 'treatmentcounsel': 1.183} ",relevancefeedback.topn10.qld,0.0279,mental illness drugs said program patient we drug ill ,docluster.topn10.3.qld,0.0227,mental illness drugs said program patient ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,space station moon ,0.2178,5,termluster.topn5.3.qld,0.3127,space station moon station year man space year man man space station ,bertqe.topn10.qld,0.2872,"{'space station moon': 1.5, 'research station moon ': 1.0, 'station  spaceport  moon mars': 0.9975583149806173, 'spaceport moon': 0.9883682848132567, 'lunar station established': 0.9052925099781359, 'transfer station moon': 0.8780870335465628} ",word2vec.topn3,0.2696,space station moon space  railway lunar ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2522,"{'moon': 2, 'mso': 2.0, 'station': 2, 'space': 2, 'stylepositionabsolut': 1.219, 'div': 1.148, 'orbit': 1.148, 'gte': 1.119, 'ooleobject': 1.104, 'msolevelnumberpositionleft': 1.084, 'filledf': 1.067} ",docluster.topn10.3.qld,0.2276,space station moon we ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,hybrid fuel cars ,0.302,11,termluster.topn5.3.qld,0.561,hybrid fuel cars electr would batteri emiss engin vehicl power onli ,relevancefeedback.topn10.qld,0.5454,hybrid fuel cars car batteri engin hydrogen electr vehicl ,rm3.topn10.10.0.5.qld,0.5201,batteri electr hydrogen car hybrid speed drive fuel vehicl engin ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.474,"{'car': 2, 'hybrid': 2, 'fuel': 2, 'cell': 1.535, 'vehicl': 1.491, 'engin': 1.478, 'say': 1.46, 'emiss': 1.296, '2003': 1.292, 'hydrogen': 1.288, 'hypercar': 1.195} ",tagmee.topn3.replace,0.3675,Hybrid vehicle Fuel Car ,tagmee.topn3,0.3618,hybrid fuel cars Hybrid vehicle Fuel Car ,conceptluster.topn5.3.qld,0.3618,hybrid fuel cars car fuel hybrid vehicle ,onfields.topn3.10.2.25.1.qld,0.3614,"{'fuel': 2, 'hybrid': 2, 'car': 2, 'engin': 1.5, 'electr': 1.485, 'auto': 1.364, 'aluminum': 1.364, 'alloy': 1.364, 'nissan': 1.227, 'resin': 1.174, 'batteri': 1.152, 'sodiumsulfur': 1.091, 'aqx': 1.076} ",word2vec.topn3,0.34,hybrid fuel cars non hybrid gasoline automobiles vehicles ,glove.topn3,0.3266,hybrid fuel cars concept gasoline vehicles ,wiki.topn3,0.3105,hybrid fuel cars powertrain ac propulsion automotivaerodynamics Hybrid vehicle lubricant hydrocarbon biogas Fuel wheeled vehicles automobiles assembly line Car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,teaching disabled children ,0.0289,12,relevancefeedback.topn10.qld,0.0868,teaching disabled children school center learn music he lesson orang disabl ,onfields.topn3.10.2.25.1.qld,0.0789,"{'teach': 2, 'disabl': 2, 'school': 2.0, 'children': 2, 'educ': 1.726, 'special': 1.534, 'handicap': 1.425, 'teacher': 1.411, 'regular': 1.329, 'drugexpos': 1.151, 'salvin': 1.137, 'nonhandicap': 1.082} ",bertqe.topn10.qld,0.0694,"{'teaching disabled children': 1.5, 'disabled children taught': 1.0, 'disabled children regular classes': 0.9968336550638944, 'qualified teach disabled': 0.9936493519238693, 'handicapped children regular schools ': 0.9912924132829624, 'handicapped children  contends phillip callison ': 0.6902874557882791} ",wordnet.topn3,0.0622,teaching disabled children instruction commandment disenable tiddler shaver nipper ,rm3.topn10.10.0.5.qld,0.0545,school educ drug program center teach expos music children learn disabl ,word2vec.topn3,0.051,teaching disabled children learning instruction handicapped kids adults parents ,word2vec.topn3.replace,0.0422,learning instruction handicapped kids adults parents ,wiki.topn3,0.0404,teaching disabled children knowledge sharing philosophy of education education Education advocacy special needs learning disability Disability childhood adoption overweight Child ,stem.lovins,0.0403,teach disabl childr ,termluster.topn5.3.qld,0.0376,teaching disabled children year school said school disabl said ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0374,"{'teach': 2, 'child': 2.0, 'children': 2, 'disabl': 2, 'educ': 1.418, 'program': 1.354, 'project': 1.3, 'maltreat': 1.259, 'abus': 1.251, 'prevent': 1.219, 'sobsey': 1.101} ",glove.topn3,0.0291,teaching disabled children taught handicapped elderly parents child ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,radioactive waste ,0.1361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,organic soil enhancement ,0.0275,5,stem.trunc5,0.052000000000000005,organ soil enhan ,conceptluster.topn5.3.qld,0.037000000000000005,organic soil enhancement soil ,wordnet.topn3,0.0323,organic soil enhancement organic fertiliser constitutive begrime grunge territory sweetening ,tagmee.topn3,0.0319,organic soil enhancement Soil Soil ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0297,"{'enhanc': 2, 'organ': 2, 'soil': 2, 'matter': 1.386, 'manag': 1.361, 'water': 1.213, 'crop': 1.179, 'improv': 1.15, 'eros': 1.141, 'increas': 1.11, 'tillag': 1.056, 'qualiti': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,illegal technology transfer ,0.0074,1,stem.paicehusk,0.0088,illeg technolog transf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,orphan drugs ,0.0813,11,rm3.topn10.10.0.5.qld,0.4482,aid epo orphan patient amgen approv drug kidnei diseas rare ,relevancefeedback.topn10.qld,0.4085,orphan drugs drug aid amgen diseas ,docluster.topn10.3.qld,0.4085,orphan drugs amgen drug aid ,termluster.topn5.3.qld,0.2211,orphan drugs drug patient year year patient orphan ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1442,"{'orphan': 2, 'drug': 2, 'fda': 1.466, 'design': 1.313, 'approv': 1.261, 'sponsor': 1.255, 'product': 1.239, 'comment': 1.19, 'clinic': 1.178, 'diseas': 1.173, 'exclus': 1.149} ",wordnet.topn3,0.1129,orphan drugs dose do drugs ,wordnet.topn3.replace,0.1055,orphan do drugs dose ,sensedisambiguation,0.1,orphan drugs drug ,word2vec.topn3,0.0942,orphan drugs medications ,glove.topn3,0.0942,orphan drugs medications ,wiki.topn3,0.0816,orphan drugs pantoprazole proteasinhibitor  pharmacology  ambrisentan Orphan drug ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,R D drug prices ,0.1488,12,tagmee.topn3,0.4792,r   drug prices Research and development Pharmaceutical drug Price ,conceptluster.topn5.3.qld,0.4792,r   drug prices pharmaceutical drug price research development ,tagmee.topn3.replace,0.4373,Research and development Pharmaceutical drug Price ,termluster.topn5.3.qld,0.3537,r   drug prices new cent compani ,wiki.topn3,0.3515,r   drug prices research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,onfields.topn3.10.2.25.1.qld,0.3488,"{'price': 2, 'r&d': 2, 'drug': 2, 'r': 2.0, '1': 1.151, '2': 1.092, '3': 1.065, 'rd': 1.05, 'research': 1.02, 'pharmaceut': 1.017, 'medicin': 1.012, 'compound': 1.01, 'increas': 1.01} ",conceptnet.topn3,0.2955,r   drug prices sale ,conceptnet.topn3.replace,0.2587,r   drug prices ,docluster.topn10.3.qld,0.2241,r d drug prices price compani ,rm3.topn10.10.0.5.qld,0.2204,berman assemblyman healthcar spend ab drug pharmaceut r d japanes price research ye ,wiki.topn3.replace,0.1981,research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,sensedisambiguation,0.1712,R roentgen   D drug prices price ,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,robotics ,0.4766,1,onfields.topn3.10.2.25.1.qld,0.4876,"{'robot': 2, 'supplier': 1.162, 'automot': 1.096, 'weld': 1.081, 'increas': 1.081, 'engelberg': 1.059, 'demark': 1.051, 'mattucci': 1.051, 'gmfanuc': 1.037, 'comau': 1.037, 'r2d2': 1.022} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,mercy killing ,0.0557,6,wiki.topn3,0.2093,mercy killing suicide types terminal illness eugenics Euthanasia ,wiki.topn3.replace,0.1845,suicide types terminal illness eugenics Euthanasia ,tagmee.topn3,0.1437,mercy killing Euthanasia ,conceptluster.topn5.3.qld,0.1437,mercy killing euthanasia ,tagmee.topn3.replace,0.1138,Euthanasia ,onfields.topn3.10.2.25.1.qld,0.0806,"{'kill': 2, 'merci': 2, 'religi': 2.0, 'pain': 1.633, 'treatment': 1.6, 'doctor': 1.567, 'suicid': 1.367, 'decis': 1.3, 'lifesustain': 1.267, 'righttodi': 1.267, 'noun': 1.2} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,home schooling ,0.0086,2,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0174,"{'home': 2, 'school': 2} ",relevancefeedback.topn10.qld,0.0091,home schooling school said children ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,tourism ,0.1396,4,conceptnet.topn3,0.1796,tourism tourist ,glove.topn3,0.17600000000000002,tourism tourist industry ,word2vec.topn3,0.17,tourism tourist tourism related ,word2vec.topn3.replace,0.1674,tourist tourism related ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,sick building syndrome ,0.163,5,rm3.topn10.10.0.5.qld,0.1922,syndrom fibr staff build man health sick miner research caus air ,docluster.topn10.3.qld,0.1798,sick building syndrome build have fibr ,sensedisambiguation,0.1747,sick building construction syndrome ,wiki.topn3,0.1738,sick building syndrome green cleaning greenguard environmental institute biomedical waste Sick building syndrome ,stem.trunc5,0.1692,sick build syndr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,automobile recalls ,0.019,9,sensedisambiguation.replace,0.1812,car recall ,sensedisambiguation,0.1,automobile car recalls recall ,glove.topn3.replace,0.066,auto recalls ,onfields.topn3.10.2.25.1.qld,0.0481,"{'car': 2.0, 'recal': 2, 'automobil': 2, 'seat': 1.923, 'vaz': 1.846, 'logovaz': 1.5, 'defect': 1.462, 'purchas': 1.308, 'krasnenk': 1.269, 'zhiguli': 1.192, 'safeti': 1.0} ",stem.paicehusk,0.0457,automobl recal ,rm3.topn10.10.0.5.qld,0.0442,defect seat auto semiconductor car japan recal automobil japanes safeti ,relevancefeedback.topn10.qld,0.0432,automobile recalls seat automobil car diesel he semiconductor auto consum side she ,bertqe.topn10.qld,0.0383,"{'automobile recalls': 1.5, 'recalls included 17 million': 1.0, '39 recalls various': 0.9653585468920847, 'recalled': 0.9637330379919996, 'recall information   p   p  ': 0.4335909455930983, 'monday  toyota recalled': 0.19104763081854345} ",glove.topn3,0.0277,automobile recalls auto ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,dismantling Europe s arsenal ,0.027000000000000003,8,wiki.topn3,0.0449,dismantling europe  s arsenal cultural concepts peninsulas of asia europe Europe armories  military  arsenals embrasure Arsenal ,tagmee.topn3.replace,0.0429,Europe Arsenal ,tagmee.topn3,0.0381,dismantling europe  s arsenal Europe Arsenal ,sensedisambiguation,0.0381,dismantling strip Europe european union  s arsenal ,word2vec.topn3,0.0378,dismantling europe  s arsenal demolishing germany european europe  s of  s s armoury weapon ,stem.trunc5,0.0362,disma europ   s arsen ,conceptnet.topn3,0.0325,dismantling europe  s arsenal a kingdom continent a castle ,wiki.topn3.replace,0.0298,cultural concepts peninsulas of asia europe Europe armories  military  arsenals embrasure Arsenal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,oceanographic vessels ,0.1586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Amazon rain forest ,0.3891,11,onfields.topn3.10.2.25.1.qld,0.5011,"{'rain': 2, 'forest': 2, 'amazon': 2, 'brazil': 1.287, 'speci': 1.218, 'mend': 1.218, 'tree': 1.207, 'tropic': 1.092, 'tapper': 1.092, 'deforest': 1.08, 'tambaqui': 1.057} ",tagmee.topn3,0.4795,amazon rain forest Amazon rainforest ,conceptluster.topn5.3.qld,0.4795,amazon rain forest amazon rainforest ,termluster.topn5.3.qld,0.4717,amazon rain forest brazil forest rain amazon brazil forest amazon brazil rain ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.46799999999999997,"{'rain': 2, 'amazon': 2, 'forest': 2, 'poster': 1.785, 'data': 1.766, 'brazil': 1.586, 'lba': 1.421, 'aerosol': 1.335, 'soil': 1.322, 'amazonia': 1.3, 'aeronet': 1.296, 'tapajo': 1.219} ",rm3.topn10.10.0.5.qld,0.4605,mend burn rubber brazil rain land brazilian tapper forest amazon ,glove.topn3,0.4316,amazon rain forest amazonian amazon com downpour woodland ,wiki.topn3,0.4267,amazon rain forest natural history of ecuador forestry in south america natural history of peru Amazon rainforest ,relevancefeedback.topn10.qld,0.42100000000000004,amazon rain forest have mend fund ,word2vec.topn3,0.4146,amazon rain forest amazon com downpour forestry woods ,bertqe.topn10.qld,0.3983,"{'Amazon rain forest': 1.5, 'amazon rain forest': 1.0, 'great amazon rain forest ': 0.9999993775938953, 'amazon rain forest could': 0.9955429737780314, 'rain forest  lies brazil ': 0.9939676009870645, 'amazon rain forest   p ': 0.9888906740197895} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,foreign minorities  Germany ,0.0331,2,termluster.topn5.3.qld,0.0417,foreign minorities germany german germani german foreign ,wordnet.topn3,0.038,foreign minorities germany strange alien nonage Federal Republic of Germany FRG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,behavioral genetics ,0.1386,6,rm3.topn10.10.0.5.qld,0.2728,schizophrenia behavior genet homosexu diseas she dna twin studi research disord ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1795,"{'behavior': 2, 'genet': 2, 'alcohol': 1.746, 'environment': 1.733, 'factor': 1.439, 'twin': 1.432, 'influenc': 1.376, 'abus': 1.366, 'correl': 1.281, 'studi': 1.234, 'genotypeenviron': 1.158} ",relevancefeedback.topn10.qld,0.1651,behavioral genetics studi i risk schizophrenia primat femal twin diseas homosexu dna ,termluster.topn5.3.qld,0.1482,behavioral genetics studi ,wiki.topn3,0.1426,behavioral genetics behavior genetics association eysenck personality questionnaire evolutionary developmental psychology Behavioural genetics ,onfields.topn3.10.2.25.1.qld,0.1391,"{'behavior': 2, 'genet': 2, 'hodg': 1.806, 'pregnanc': 1.742, 'risk': 1.71, 'mental': 1.613, 'disord': 1.548, 'greenberg': 1.419, 'amniocentesi': 1.387, 'prenat': 1.323, 'agre': 1.226} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,osteoporosis ,0.4664,5,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.557,"{'osteoporosi': 2, 'bone': 1.571, 'nation': 1.409, 'health': 1.306, 'diseas': 1.271, 'relat': 1.206, 'resourc': 1.188, 'center': 1.185, 'american': 1.174, 'diseasesn': 1.162, 'arthriti': 1.109} ",docluster.topn10.3.qld,0.5429,osteoporosis fractur bone ,onfields.topn3.10.2.25.1.qld,0.5416,"{'bone': 2.0, 'osteoporosi': 2, 'women': 1.796, 'fractur': 1.612, 'exercis': 1.531, 'estrogen': 1.327, 'calcium': 1.265, 'diseas': 1.224, 'etidron': 1.184, 'increas': 1.122, 'dalski': 1.0} ",termluster.topn5.3.qld,0.5302,osteoporosis women fractur bone ,rm3.topn10.10.0.5.qld,0.4989,hormon fractur estrogen treatment bone studi osteoporosi calcium women risk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
