qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17
204963,what does   by   mean,0.0016,17,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1889,"{'mean': 2, 'by': 2, 'doe': 2, 'what': 2, '5': 2, '6': 1.444, '4': 1.426, 'minut': 1.407, 'deviat': 1.37, 'set': 1.333, 'level': 1.259, 'standard': 1.259, 'calori': 1.148, 'workout': 1.148, 'pe5': 1.148}",rm3.topn10.10.0.5.qld,0.0458,than jug set number doe what would sin gallon deviat minut mean,onfields.topn3.10.2.25.1.qld,0.0281,"{'mean?': 2, 'by': 2, '5': 2, 'doe': 2, 'what': 2, 'mean': 2.0, 'use': 1.65, 'life': 1.55, 'human': 1.4, 'toler': 1.4, 'object': 1.3, 'express': 1.3, 'purpos': 1.25, 'utter': 1.15, 'interrog': 1.15, 'inquiri': 1.0}",thesaurus.topn3,0.0121,    mean,anchor.topn3,0.0121,    mean,wiki.topn3,0.0121,    mean,tagmee.topn3,0.0121,    mean,thesaurus.topn3.replace,0.0121,mean,anchor.topn3.replace,0.0121,    mean,termluster.topn5.3.qld,0.0121,    mean,conceptluster.topn5.3.qld,0.0121,    mean,wordnet.topn3,0.011000000000000001,    mean quintuplet Phoebe quintuplet Phoebe beggarly mean value think of,wordnet.topn3.replace,0.0056,quintuplet Phoebe quintuplet Phoebe beggarly mean value think of,stem.krovetz,0.0027,what do by mean,stem.lovins,0.0027,what do by mean,bertqe.topn10.qld,0.0022,"{'what does 5 by 5 mean': 1.5, 'mean ': 1.0, 'means     home': 0.9629662270231886, ' mean': 0.08003009378747178, 'abbreviation': 0.6865276253313286, 'means  however ': 0.24596813319196986}",conceptnet.topn3,0.0021,    mean cardinal People average
4367654,Why is April   th important,0.0929,12,bertqe.topn10.qld,0.1251,"{'Why is April 19th important': 1.5, 'april march 25': 1.0, 'march 22 april 19 ': 0.9965169395430915, 'date falls': 0.7204985872482759, '22 april 19  ': 0.5579752335667654, 'march 21 april': 0.3601169136661042}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1176,"{'import': 2, 'is': 2, 'whi': 2, 'id': 2.0, '19th': 2, 'april': 2, 'men': 1.786, 'battl': 1.786, 'british': 1.357, '26th': 1.143, 'davidian': 1.143, 'atmospher': 1.143, 'increas': 1.143, 'greenhous': 1.143}",docluster.topn10.3.qld,0.1035,why is april   th important  after,sensedisambiguation.replace,0.1013,Why is april nineteenth significant,thesaurus.topn3,0.0955,april   th important,anchor.topn3,0.0955,april   th important,wiki.topn3,0.0955,april   th important,tagmee.topn3,0.0955,april   th important,thesaurus.topn3.replace,0.0955,april   th important,anchor.topn3.replace,0.0955,april   th important,termluster.topn5.3.qld,0.0955,april   th important,conceptluster.topn5.3.qld,0.0955,april   th important,,,,,,,,,,,,,,,
3639660,Why do most cigarettes have the yellow filter,0.4232,5,thesaurus.topn3,0.4659,cigarettes yellow filter,anchor.topn3,0.4659,cigarettes yellow filter,thesaurus.topn3.replace,0.4659,cigarettes yellow filter,anchor.topn3.replace,0.4659,cigarettes yellow filter,termluster.topn5.3.qld,0.4659,cigarettes yellow filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197214,Why my GF feel like pissing during sexual intercourse,0.1234,11,tagmee.topn3,0.1623,gf feel like pissing sexual intercourse Sexual intercourse,conceptluster.topn5.3.qld,0.1623,gf feel like pissing sexual intercourse sexual intercourse,wordnet.topn3.replace,0.1547,gf smell tone corresponding care the likes of peeing micturate take a leak intimate social intercourse sexual intercourse coition,sensedisambiguation,0.154,Why my GF feel like pissing make during sexual intercourse sexual intercourse,wordnet.topn3,0.1512,gf feel like pissing sexual intercourse smell tone corresponding care the likes of peeing micturate take a leak intimate social intercourse sexual intercourse coition,thesaurus.topn3,0.1475,gf feel like pissing sexual intercourse,anchor.topn3,0.1475,gf feel like pissing sexual intercourse,thesaurus.topn3.replace,0.1475,gf feel like pissing sexual intercourse,anchor.topn3.replace,0.1475,gf feel like pissing sexual intercourse,termluster.topn5.3.qld,0.1475,gf feel like pissing sexual intercourse,onfields.topn3.10.2.25.1.qld,0.1237,"{'intercourse?': 2, 'dure': 2, 'piss': 2, 'like': 2, 'feel': 2, 'gf': 2, 'my': 2, 'whi': 2, 'sexual': 2, 'ejacul': 2.0, 'masturb': 1.5, 'caus': 1.417, 'intercours': 1.306, 'prematur': 1.278, 'hormon': 1.222, 'arous': 1.194, 'urg': 1.139, 'bodi': 1.0, 'ejaculatori': 1.0}",,,,,,,,,,,,,,,,,,
1015624,What s the Definition of a bloody mary,0.6749,8,onfields.topn3.10.2.25.1.qld,0.6872,"{'mary?': 2, 'a': 2, 'of': 2, 'definit': 2, 'the': 2, ""what'"": 2, 'name': 2.0, 'drink': 2.0, 'bloodi': 2, 'recip': 1.923, 'queen': 1.923, 'mirror': 1.692, 'summon': 1.538, 'petiot': 1.462, 'legend': 1.385, 'folklor': 1.385, 'mari': 1.0}",termluster.topn5.3.qld,0.6843, s definition bloody mary mari bloodi,docluster.topn10.3.qld,0.6841,what s the definition of a bloody mary  mari bloodi,relevancefeedback.topn10.qld,0.6803,what s the definition of a bloody mary  mari bloodi england,thesaurus.topn3,0.675, s definition bloody mary,anchor.topn3,0.675, s definition bloody mary,thesaurus.topn3.replace,0.675, s definition bloody mary,anchor.topn3.replace,0.675, s definition bloody mary,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082595,what is meant by mobile technology,0.3564,9,sensedisambiguation.replace,0.3841,what is think of by mobile technology,thesaurus.topn3,0.3665,meant mobile technology,anchor.topn3,0.3665,meant mobile technology,wiki.topn3,0.3665,meant mobile technology,tagmee.topn3,0.3665,meant mobile technology,thesaurus.topn3.replace,0.3665,meant mobile technology,anchor.topn3.replace,0.3665,meant mobile technology,termluster.topn5.3.qld,0.3665,meant mobile technology,conceptluster.topn5.3.qld,0.3665,meant mobile technology,,,,,,,,,,,,,,,,,,,,,,,,
3239329,Why do we wee a lot in the cold weather especially at night,0.09,7,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.11,"{'at': 2, 'especi': 2, 'weather': 2, 'cold': 2, 'the': 2, 'in': 2, 'lot': 2, 'a': 2, 'we': 2, 'do': 2, 'whi': 2, 'wee': 2, 'night': 2, 'becam': 2.0, 'brain': 1.8, 'comput': 1.8, 'meant': 1.6, 'content': 1.6, 'id': 1.6, 'peni': 1.6, 'goodi': 1.4, 'memori': 1.0}",onfields.topn3.10.2.25.1.qld,0.1049,"{'night?': 2, 'at': 2, 'especi': 2, 'weather': 2, 'cold': 2, 'the': 2, 'in': 2, 'lot': 2, 'a': 2, 'we': 2, 'do': 2, 'whi': 2, 'wee': 2, 'becam': 2.0, 'brain': 1.8, 'night': 1.8, 'comput': 1.8, 'meant': 1.6, 'content': 1.6, 'id': 1.6, 'peni': 1.6, 'goodi': 1.4, 'memori': 1.0}",thesaurus.topn3,0.09699999999999999,wee lot cold weather especially night,anchor.topn3,0.09699999999999999,wee lot cold weather especially night,thesaurus.topn3.replace,0.09699999999999999,wee lot cold weather especially night,anchor.topn3.replace,0.09699999999999999,wee lot cold weather especially night,termluster.topn5.3.qld,0.09699999999999999,wee lot cold weather especially night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874326,How come Compton is only designated for black people,0.0737,12,stem.porter,0.0943,how come compton is onli designat for black peopl,sensedisambiguation.replace,0.0928,How total compton is only intend for black people,thesaurus.topn3,0.0896,come compton designated black people,anchor.topn3,0.0896,come compton designated black people,thesaurus.topn3.replace,0.0896,come compton designated black people,anchor.topn3.replace,0.0896,come compton designated black people,termluster.topn5.3.qld,0.0896,come compton designated black people,bertqe.topn10.qld,0.0833,"{'How come Compton is only designated for black people': 1.5, 'many people compton': 1.0, 'guys compton answer': 0.6071658576338662, 'compton  2000  compton': 0.5924126391562178, 'mid1960s': 0.3649362749658875, ' compton south': 0.3179922692084551}",stem.paicehusk,0.0814,how com compton is on design for black peopl,tagmee.topn3,0.0809,come compton designated black people Compton  California,conceptluster.topn5.3.qld,0.0809,come compton designated black people compton california,wordnet.topn3,0.0792,come compton designated black people do amount hail Arthur Holly Compton Arthur Compton delegate destine indicate fatal pitch dark inglorious multitude hoi polloi,,,,,,,,,,,,,,,
1254390,how do i deap fry chicken,0.2307,7,thesaurus.topn3,0.2364,deap fry chicken,anchor.topn3,0.2364,deap fry chicken,tagmee.topn3,0.2364,deap fry chicken DEAP Frying Chicken,thesaurus.topn3.replace,0.2364,deap fry chicken,anchor.topn3.replace,0.2364,deap fry chicken,termluster.topn5.3.qld,0.2364,deap fry chicken,conceptluster.topn5.3.qld,0.2364,deap fry chicken deap chicken frying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018891,How do I know if a particular term or phrase is copyrighted,0.2011,10,onfields.topn3.10.2.25.1.qld,0.3502,"{'copyrighted?': 2, 'is': 2, 'or': 2, 'term': 2, 'particular': 2, 'a': 2, 'if': 2, 'know': 2, 'i': 2, 'do': 2, 'how': 2, 'phrase': 2, 'copyright': 1.667, 'word': 1.556, 'id': 1.556, 'protect': 1.444, 'content': 1.333, 'dragula': 1.333, 'spoken': 1.222, 'trademark': 1.222, 'tm': 1.222, 'tess': 1.222}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2821,"{'is': 2, 'or': 2, 'term': 2, 'particular': 2, 'a': 2, 'if': 2, 'know': 2, 'i': 2, 'do': 2, 'how': 2, 'copyright': 2, 'phrase': 2, 'word': 1.556, 'id': 1.556, 'protect': 1.444, 'content': 1.333, 'dragula': 1.333, 'spoken': 1.222, 'trademark': 1.222, 'tm': 1.222, 'tess': 1.222}",rm3.topn10.10.0.5.qld,0.2646,word go how dragula about particular i term do protect help phrase know trademark copyright,sensedisambiguation,0.2371,How do I know sleep together if a particular term or phrase is copyrighted copyright,word2vec.topn3,0.2099,know particular term phrase copyrighted know  knwo tell specific certain these phrase word words copywritten copyright protected uncopyrighted,thesaurus.topn3,0.2039,know particular term phrase copyrighted,anchor.topn3,0.2039,know particular term phrase copyrighted,thesaurus.topn3.replace,0.2039,know particular term phrase copyrighted,anchor.topn3.replace,0.2039,know particular term phrase copyrighted,termluster.topn5.3.qld,0.2039,know particular term phrase copyrighted,,,,,,,,,,,,,,,,,,,,,
3552010,Why do parent put kids on restriction,0.1355,5,thesaurus.topn3,0.1395,parent put kids restriction,anchor.topn3,0.1395,parent put kids restriction,thesaurus.topn3.replace,0.1395,parent put kids restriction,anchor.topn3.replace,0.1395,parent put kids restriction,termluster.topn5.3.qld,0.1395,parent put kids restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968489,Which auto insurance do you use and why,0.3276,5,thesaurus.topn3,0.3444,auto insurance use,anchor.topn3,0.3444,auto insurance use,thesaurus.topn3.replace,0.3444,auto insurance use,anchor.topn3.replace,0.3444,auto insurance use,termluster.topn5.3.qld,0.3444,auto insurance use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443848,Does anybody know where i could get a free guide on how to train a siberian husky,0.5694,6,onfields.topn3.10.2.25.1.qld,0.5966,"{'husky?': 2, 'to': 2, 'how': 2, 'on': 2, 'guid': 2, 'free': 2, 'a': 2, 'get': 2, 'could': 2, 'i': 2, 'where': 2, 'know': 2, 'anybodi': 2, 'doe': 2, 'train': 2, 'siberian': 2, 'dog': 2.0, 'huski': 1.778, 'id': 1.667, 'food': 1.444, 'content': 1.333, 'obedi': 1.222, 'purebr': 1.222, 'spitztyp': 1.222, '8749160': 1.111}",thesaurus.topn3,0.5819,anybody know could get free guide train siberian husky,anchor.topn3,0.5819,anybody know could get free guide train siberian husky,thesaurus.topn3.replace,0.5819,anybody know could get free guide train siberian husky,anchor.topn3.replace,0.5819,anybody know could get free guide train siberian husky,termluster.topn5.3.qld,0.5819,anybody know could get free guide train siberian husky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372730,Why doesn t the bible make any sense,0.0245,4,onfields.topn3.10.2.25.1.qld,0.0728,"{'sense?': 2, 'ani': 2, 'make': 2, 'bibl': 2, 'the': 2, ""doesn't"": 2, 'whi': 2, 'spell': 2.0, 'id': 1.857, 'dont': 1.857, 'word': 1.857, 'believ': 1.714, 'doesnt': 1.571, 'illeg': 1.429, 'content': 1.429, 'checker': 1.286, 'sens': 1.286, 'suppos': 1.143}",tagmee.topn3,0.0419,n t bible make sense Bible,conceptluster.topn5.3.qld,0.0419,n t bible make sense bible,sensedisambiguation,0.0272,Why does n t the bible make any sense common sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896725,what are some good exercises to get rid of those love handles,0.1803,5,thesaurus.topn3,0.1877,good exercises get rid love handles,anchor.topn3,0.1877,good exercises get rid love handles,thesaurus.topn3.replace,0.1877,good exercises get rid love handles,anchor.topn3.replace,0.1877,good exercises get rid love handles,termluster.topn5.3.qld,0.1877,good exercises get rid love handles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180086,what are mormens,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,what are the symptoms of strep throat,0.7307,5,thesaurus.topn3,0.7323,symptoms strep throat,anchor.topn3,0.7323,symptoms strep throat,thesaurus.topn3.replace,0.7323,symptoms strep throat,anchor.topn3.replace,0.7323,symptoms strep throat,termluster.topn5.3.qld,0.7315,symptoms strep throat throat fever strep fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229303,Why  is  the   war continuing  in  Afghanistan,0.3309,9,onfields.topn3.10.2.25.1.qld,0.4715,"{'afghanistan?': 2, 'in': 2, 'continu': 2, 'the': 2, 'is': 2, 'whi': 2, 'us': 2.0, 'war': 2, 'back': 1.345, 'afghanistan': 1.31, 'iraq': 1.207, 'administr': 1.138, 'invad': 1.138, 'saddam': 1.138, 'taliban': 1.138, 'invas': 1.103, 'ceas': 1.069}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4201,"{'in': 2, 'continu': 2, 'the': 2, 'is': 2, 'whi': 2, 'us': 2.0, 'war': 2, 'afghanistan': 2, 'back': 1.345, 'iraq': 1.207, 'administr': 1.138, 'invad': 1.138, 'saddam': 1.138, 'taliban': 1.138, 'invas': 1.103, 'ceas': 1.069}",sensedisambiguation,0.3453,Why is the war continuing cover in Afghanistan,thesaurus.topn3,0.3419,war continuing afghanistan,anchor.topn3,0.3419,war continuing afghanistan,thesaurus.topn3.replace,0.3419,war continuing afghanistan,anchor.topn3.replace,0.3419,war continuing afghanistan,termluster.topn5.3.qld,0.3419,war continuing afghanistan,sensedisambiguation.replace,0.3389,Why is the war cover in afghanistan,,,,,,,,,,,,,,,,,,,,,,,,
2446614,how could u get success,0.3059,9,thesaurus.topn3,0.326,could u get success,anchor.topn3,0.326,could u get success,wiki.topn3,0.326,could u get success,tagmee.topn3,0.326,could u get success,thesaurus.topn3.replace,0.326,could u get success,anchor.topn3.replace,0.326,could u get success,termluster.topn5.3.qld,0.326,could u get success,conceptluster.topn5.3.qld,0.326,could u get success,onfields.topn3.10.2.25.1.qld,0.3108,"{'success?': 2, 'get': 2, 'could': 2, 'how': 2, 'u': 2, 'success': 1.209, 'ur': 1.116, 'id': 1.047, 'music': 1.047, 'progress': 1.047, 'simultan': 1.035, 'ecolog': 1.035, 'harmon': 1.023, 'achiv': 1.023, 'heirship': 1.023}",,,,,,,,,,,,,,,,,,,,,,,,
654124,Why am I not able to concentrate on my studies,0.2467,9,thesaurus.topn3,0.3128,able concentrate studies,anchor.topn3,0.3128,able concentrate studies,wiki.topn3,0.3128,able concentrate studies,tagmee.topn3,0.3128,able concentrate studies,thesaurus.topn3.replace,0.3128,able concentrate studies,anchor.topn3.replace,0.3128,able concentrate studies,termluster.topn5.3.qld,0.3128,able concentrate studies,conceptluster.topn5.3.qld,0.3128,able concentrate studies,docluster.topn10.3.qld,0.2548,why am i not able to concentrate on my studies  studi you,,,,,,,,,,,,,,,,,,,,,,,,
3577501,what are some signs that puberty is beginning,0.3789,7,thesaurus.topn3,0.4345,signs puberty beginning,anchor.topn3,0.4345,signs puberty beginning,thesaurus.topn3.replace,0.4345,signs puberty beginning,anchor.topn3.replace,0.4345,signs puberty beginning,termluster.topn5.3.qld,0.4345,signs puberty beginning,tagmee.topn3,0.4258,signs puberty beginning Death Puberty,conceptluster.topn5.3.qld,0.4258,signs puberty beginning puberty death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,Why do men fantasized about raping women,0.3964,10,tagmee.topn3,0.4997,men fantasized raping women Fantasy  psychology  Rape Human trafficking,conceptluster.topn5.3.qld,0.4997,men fantasized raping women rape fantasy psychology human trafficking,thesaurus.topn3,0.4507,men fantasized raping women,anchor.topn3,0.4507,men fantasized raping women,thesaurus.topn3.replace,0.4507,men fantasized raping women,anchor.topn3.replace,0.4507,men fantasized raping women,termluster.topn5.3.qld,0.4507,men fantasized raping women,relevancefeedback.topn10.qld,0.44,why do men fantasized about raping women  rape you all women,onfields.topn3.10.2.25.1.qld,0.4011,"{'women?': 2, 'about': 2, 'do': 2, 'whi': 2, 'fantas': 2, 'men': 2, 'rape': 2, 'women': 1.531, 'sex': 1.406, 'id': 1.312, 'power': 1.188, 'woman': 1.125, 'rapist': 1.125, 'boyfriend': 1.094, 'unequ': 1.062}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4006,"{'about': 2, 'do': 2, 'whi': 2, 'fantas': 2, 'men': 2, 'women': 2, 'rape': 2, 'sex': 1.406, 'id': 1.312, 'power': 1.188, 'woman': 1.125, 'rapist': 1.125, 'boyfriend': 1.094, 'unequ': 1.062}",,,,,,,,,,,,,,,,,,,,,
4012558,what is the term milky way,0.4815,7,thesaurus.topn3,0.4988,term milky way,anchor.topn3,0.4988,term milky way,thesaurus.topn3.replace,0.4988,term milky way,anchor.topn3.replace,0.4988,term milky way,termluster.topn5.3.qld,0.4988,term milky way,tagmee.topn3,0.495,term milky way Time Milky Way,conceptluster.topn5.3.qld,0.495,term milky way milky way time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922849,why do some people take life so seriously,0.1064,5,thesaurus.topn3,0.1896,people take life seriously,anchor.topn3,0.1896,people take life seriously,thesaurus.topn3.replace,0.1896,people take life seriously,anchor.topn3.replace,0.1896,people take life seriously,termluster.topn5.3.qld,0.1896,people take life seriously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976644,How amoeba catches its prey,0.4029,11,thesaurus.topn3,0.4785,amoeba catches prey,anchor.topn3,0.4785,amoeba catches prey,thesaurus.topn3.replace,0.4785,amoeba catches prey,anchor.topn3.replace,0.4785,amoeba catches prey,termluster.topn5.3.qld,0.4785,amoeba catches prey,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4589,"{'it': 2, 'how': 2, 'id': 2.0, 'catch': 2, 'prey': 2, 'amoeba': 2, 'content': 1.5, 'paramecium': 1.5, 'lunch': 1.333, 'groom': 1.333, 'sandpaperlik': 1.167, 'parameciumit': 1.167, 'tailif': 1.167}",stem.porter,0.4222,how amoeba catch it prei,stem.porter2,0.4222,how amoeba catch it prey,onfields.topn3.10.2.25.1.qld,0.4087,"{'prey?': 2, 'it': 2, 'how': 2, 'id': 2.0, 'catch': 2, 'amoeba': 2, 'prey': 1.833, 'content': 1.5, 'paramecium': 1.5, 'lunch': 1.333, 'groom': 1.333, '15968470': 1.167, 'parameciumit': 1.167, '1slurp': 1.167}",tagmee.topn3,0.4057,amoeba catches prey Amoeba Predation,conceptluster.topn5.3.qld,0.4057,amoeba catches prey amoeba predation,,,,,,,,,,,,,,,,,,
1866981,I know how I got here  but how did you,0.0052,7,onfields.topn3.10.2.25.1.qld,0.0266,"{'you?': 2, 'did': 2, 'but': 2, 'here,': 2, 'got': 2, 'how': 2, 'know': 2, 'i': 2, 'b': 2.0, '2': 1.361, 'king': 1.16, 'thousand': 1.118, 'chronicl': 1.118, 'person': 1.101, 'hundr': 1.092, 'three': 1.067, 'samuel': 1.059, 'conflict': 1.05, 'mani': 1.0}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0266,"{'you': 2, 'did': 2, 'but': 2, 'here': 2, 'got': 2, 'how': 2, 'know': 2, 'i': 2, 'b': 2.0, '2': 1.361, 'king': 1.16, 'thousand': 1.118, 'chronicl': 1.118, 'person': 1.101, 'hundr': 1.092, 'three': 1.067, 'samuel': 1.059, 'conflict': 1.05, 'mani': 1.0}",thesaurus.topn3,0.019,know got,anchor.topn3,0.019,know got,thesaurus.topn3.replace,0.019,know got,anchor.topn3.replace,0.019,know got,termluster.topn5.3.qld,0.019,know got,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467100,What does sholomister mean,0.0,13,thesaurus.topn3,0.0068,sholomister mean,anchor.topn3,0.0068,sholomister mean,wiki.topn3,0.0068,sholomister mean,tagmee.topn3,0.0068,sholomister mean,thesaurus.topn3.replace,0.0068,sholomister mean,anchor.topn3.replace,0.0068,sholomister mean,termluster.topn5.3.qld,0.0068,sholomister mean,conceptluster.topn5.3.qld,0.0068,sholomister mean,bertqe.topn10.qld,0.0042,"{'What does sholomister mean': 1.5, 'means     home': 1.0, ' mean': 0.8734659070143308, 'mean ': 0.7262449594522706, 'abbreviation': 0.45453935586571537, 'means     moreover ': 0.4470897816473302}",stem.krovetz,0.003,what do sholomister mean,stem.lovins,0.003,what do sholomister mean,onfields.topn3.10.2.25.1.qld,0.0007,"{'mean?': 2, 'sholomist': 2, 'doe': 2, 'what': 2, 'mean': 2.0, 'use': 1.65, 'life': 1.55, 'human': 1.4, 'toler': 1.4, 'object': 1.3, 'express': 1.3, 'purpos': 1.25, 'utter': 1.15, 'interrog': 1.15, 'inquiri': 1.0}",word2vec.topn3,0.0004,sholomister mean imply say,,,,,,,,,,,,
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non event,0.2276,9,thesaurus.topn3,0.2438,gw dogged getting obl yet killing zarkawi non event,anchor.topn3,0.2438,gw dogged getting obl yet killing zarkawi non event,wiki.topn3,0.2438,gw dogged getting obl yet killing zarkawi non event,tagmee.topn3,0.2438,gw dogged getting obl yet killing zarkawi non event,thesaurus.topn3.replace,0.2438,gw dogged getting obl yet killing zarkawi non event,anchor.topn3.replace,0.2438,gw dogged getting obl yet killing zarkawi non event,termluster.topn5.3.qld,0.2438,gw dogged getting obl yet killing zarkawi non event,conceptluster.topn5.3.qld,0.2438,gw dogged getting obl yet killing zarkawi non event,word2vec.topn3,0.2291,gw dogged getting obl yet killing zarkawi non event Gw ipcc agw tenacious plagued obtaining having got gru buks sadam though even however murdering injuring wounding non story nonevent,,,,,,,,,,,,,,,,,,,,,,,,
3559048,How do you sell a junk car without a title,0.4593,11,onfields.topn3.10.2.25.1.qld,0.5076,"{'title?': 2, 'without': 2, 'a': 2, 'you': 2, 'do': 2, 'how': 2, 'car': 2, 'sell': 2, 'junk': 2, 'id': 1.714, 'titl': 1.714, 'yard': 1.714, 'buck': 1.571, 'content': 1.429, 'salvag': 1.429, 'lb': 1.286, 'scrap': 1.286}",thesaurus.topn3,0.4766,sell junk car without title,anchor.topn3,0.4766,sell junk car without title,wiki.topn3,0.4766,sell junk car without title,tagmee.topn3,0.4766,sell junk car without title,thesaurus.topn3.replace,0.4766,sell junk car without title,anchor.topn3.replace,0.4766,sell junk car without title,termluster.topn5.3.qld,0.4766,sell junk car without title,conceptluster.topn5.3.qld,0.4766,sell junk car without title,stem.trunc4,0.4666,how do you sell a junk car with a titl,stem.trunc5,0.4666,how do you sell a junk car witho a title,,,,,,,,,,,,,,,,,,
823384,why did the army have personal cuts in the mid      s,0.0578,7,conceptluster.topn5.3.qld,0.1057,army personal cuts mid       s cutting,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0751,"{'1990': 2, 'mid': 2, 'in': 2, 'cut': 2, 'person': 2, 'have': 2, 'the': 2, 'did': 2, 'whi': 2, 'armi': 2, '1': 2.0, 'star': 1.263, 'game': 1.193, 'senat': 1.193, 'pog': 1.175, 'bronz': 1.158, 'former': 1.14, 'repres': 1.105, 'lt': 1.088, 'hous': 1.088}",thesaurus.topn3,0.0703,army personal cuts mid       s,anchor.topn3,0.0703,army personal cuts mid       s,thesaurus.topn3.replace,0.0703,army personal cuts mid  s,anchor.topn3.replace,0.0703,army personal cuts mid       s,termluster.topn5.3.qld,0.0703,army personal cuts mid       s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849221,when it comes to religion why dont people realize history repeats itself,0.1511,4,onfields.topn3.10.2.25.1.qld,0.2633,"{'itself?': 2, 'peopl': 2, 'dont': 2, 'whi': 2, 'to': 2, 'come': 2, 'it': 2, 'when': 2, 'id': 2.0, 'histori': 2, 'repeat': 2, 'religion': 2, 'realiz': 2, 'question': 1.714, 'studi': 1.571, 'gave': 1.429, 'content': 1.429, 'invad': 1.286, 'twiddl': 1.286}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2633,"{'itself': 2, 'peopl': 2, 'dont': 2, 'whi': 2, 'to': 2, 'come': 2, 'it': 2, 'when': 2, 'id': 2.0, 'histori': 2, 'repeat': 2, 'religion': 2, 'realiz': 2, 'question': 1.714, 'studi': 1.571, 'gave': 1.429, 'content': 1.429, 'invad': 1.286, 'twiddl': 1.286}",docluster.topn10.3.qld,0.1895,when it comes to religion why dont people realize history repeats itself  i repeat histori,relevancefeedback.topn10.qld,0.1603,when it comes to religion why dont people realize history repeats itself  i you histori repeat happen chang all peopl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280768,why is islam so hated in america,0.139,5,thesaurus.topn3,0.1647,islam hated america,anchor.topn3,0.1647,islam hated america,thesaurus.topn3.replace,0.1647,islam hated america,anchor.topn3.replace,0.1647,islam hated america,termluster.topn5.3.qld,0.1647,islam hated america,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288761,How can i stop my husband from exhuming my baby s body for compensation,0.0888,8,thesaurus.topn3,0.0966,stop husband exhuming baby  s body compensation,anchor.topn3,0.0966,stop husband exhuming baby  s body compensation,wiki.topn3,0.0966,stop husband exhuming baby  s body compensation,tagmee.topn3,0.0966,stop husband exhuming baby  s body compensation,thesaurus.topn3.replace,0.0966,stop husband exhuming baby  s body compensation,anchor.topn3.replace,0.0966,stop husband exhuming baby  s body compensation,termluster.topn5.3.qld,0.0966,stop husband exhuming baby  s body compensation,conceptluster.topn5.3.qld,0.0966,stop husband exhuming baby  s body compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847807,How can I get rid of the hicups,0.2577,9,thesaurus.topn3,0.2833,get rid hicups,anchor.topn3,0.2833,get rid hicups,thesaurus.topn3.replace,0.2833,get rid hicups,anchor.topn3.replace,0.2833,get rid hicups,termluster.topn5.3.qld,0.2833,get rid hicups,conceptluster.topn5.3.qld,0.2817,get rid hicups get,sensedisambiguation.replace,0.2735,How can I suffer rid of the hicups,tagmee.topn3,0.271,get rid hicups Can I Get A,glove.topn3.replace,0.2667,got eliminate unfortunately hicups,,,,,,,,,,,,,,,,,,,,,,,,
