qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
4372730,Why doesn t the bible make any sense,0.07,10,tagmee.topn3,0.2847,n t bible make sense Bible,conceptluster.topn5.3.bm25,0.2847,n t bible make sense bible,thesaurus.topn3,0.1127,n t bible make sense,anchor.topn3,0.1127,n t bible make sense,thesaurus.topn3.replace,0.1127,n t bible make sense,anchor.topn3.replace,0.1127,n t bible make sense,termluster.topn5.3.bm25,0.1127,n t bible make sense,sensedisambiguation,0.1109,Why does n t the bible make any sense common sense,sensedisambiguation.replace,0.1027,Why does n t the bible make any common sense,word2vec.topn3,0.1006,n t bible make sense scripture create sense  sence sense,,,,,,,,,,,,,,,,,,,,,,,,
896725,what are some good exercises to get rid of those love handles,0.2157,8,thesaurus.topn3,0.3433,good exercises get rid love handles,anchor.topn3,0.3433,good exercises get rid love handles,thesaurus.topn3.replace,0.3433,good exercises get rid love handles,anchor.topn3.replace,0.3433,good exercises get rid love handles,termluster.topn5.3.bm25,0.3433,good exercises get rid love handles,conceptluster.topn5.3.bm25,0.2521,good exercises get rid love handles love handles game show love,tagmee.topn3,0.2264,good exercises get rid love handles For Those in Love Love Handles  game show,sensedisambiguation,0.2263,what are some good exercises use to get receive rid of those love handles handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180086,what are mormens,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,what are the symptoms of strep throat,0.7648,6,termluster.topn5.3.bm25,0.7728,symptoms strep throat throat strep,thesaurus.topn3,0.7693,symptoms strep throat,anchor.topn3,0.7693,symptoms strep throat,thesaurus.topn3.replace,0.7693,symptoms strep throat,anchor.topn3.replace,0.7693,symptoms strep throat,word2vec.topn3,0.7689,symptoms strep throat symptons streptococcus streptococcal slit neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229303,Why  is  the   war continuing  in  Afghanistan,0.5478,6,thesaurus.topn3,0.6284,war continuing afghanistan,anchor.topn3,0.6284,war continuing afghanistan,thesaurus.topn3.replace,0.6284,war continuing afghanistan,anchor.topn3.replace,0.6284,war continuing afghanistan,termluster.topn5.3.bm25,0.6284,war continuing afghanistan,stem.porter2,0.5786,whi is the war continu in afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446614,how could u get success,0.2426,9,thesaurus.topn3,0.3047,could u get success,anchor.topn3,0.3047,could u get success,wiki.topn3,0.3047,could u get success,tagmee.topn3,0.3047,could u get success,thesaurus.topn3.replace,0.3047,could u get success,anchor.topn3.replace,0.3047,could u get success,termluster.topn5.3.bm25,0.3047,could u get success,conceptluster.topn5.3.bm25,0.3047,could u get success,relevancefeedback.topn10.bm25,0.2791,how could u get success  first success you achiev,,,,,,,,,,,,,,,,,,,,,,,,,,,
654124,Why am I not able to concentrate on my studies,0.2298,13,thesaurus.topn3,0.5295,able concentrate studies,anchor.topn3,0.5295,able concentrate studies,wiki.topn3,0.5295,able concentrate studies,tagmee.topn3,0.5295,able concentrate studies,thesaurus.topn3.replace,0.5295,able concentrate studies,anchor.topn3.replace,0.5295,able concentrate studies,termluster.topn5.3.bm25,0.5295,able concentrate studies,conceptluster.topn5.3.bm25,0.5295,able concentrate studies,conceptnet.topn3,0.3842,able concentrate studies ability can study commit to memory centre,glove.topn3,0.3273,able concentrate studies unable could focus,relevancefeedback.topn10.bm25,0.3222,why am i not able to concentrate on my studies  you u student answer,docluster.topn10.3.bm25,0.2623,why am i not able to concentrate on my studies  you,stem.porter2,0.2319,whi am i not abl to concentr on my studi,,,,,,,,,,,,,,,
3577501,what are some signs that puberty is beginning,0.4431,8,tagmee.topn3,0.5765,signs puberty beginning Death Puberty,conceptluster.topn5.3.bm25,0.5765,signs puberty beginning death puberty,thesaurus.topn3,0.5076,signs puberty beginning,anchor.topn3,0.5076,signs puberty beginning,thesaurus.topn3.replace,0.5076,signs puberty beginning,anchor.topn3.replace,0.5076,signs puberty beginning,termluster.topn5.3.bm25,0.5076,signs puberty beginning,wiki.topn3,0.4962,signs puberty beginning life senescence disease Death puberty ejaculation sexual dysfunction Puberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,Why do men fantasized about raping women,0.5161,10,tagmee.topn3,0.7809,men fantasized raping women Fantasy  psychology  Rape Human trafficking,conceptluster.topn5.3.bm25,0.7809,men fantasized raping women rape human trafficking fantasy psychology,thesaurus.topn3,0.7724,men fantasized raping women,anchor.topn3,0.7724,men fantasized raping women,thesaurus.topn3.replace,0.7724,men fantasized raping women,anchor.topn3.replace,0.7724,men fantasized raping women,termluster.topn5.3.bm25,0.7724,men fantasized raping women,docluster.topn10.3.bm25,0.6598,why do men fantasized about raping women  rape,relevancefeedback.topn10.bm25,0.6159,why do men fantasized about raping women  rape you women,sensedisambiguation,0.5361,Why do men work force fantasized fantasy about raping tap women womanhood,,,,,,,,,,,,,,,,,,,,,,,,
4012558,what is the term milky way,0.7216,8,tagmee.topn3,0.789,term milky way Time Milky Way,conceptluster.topn5.3.bm25,0.789,term milky way milky way time,thesaurus.topn3,0.7736,term milky way,anchor.topn3,0.7736,term milky way,thesaurus.topn3.replace,0.7736,term milky way,anchor.topn3.replace,0.7736,term milky way,termluster.topn5.3.bm25,0.7736,term milky way,wiki.topn3,0.7325,term milky way spacetime life concepts in metaphysics Time galactiastronomy milky way subgroup milky way galaxy Milky Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922849,why do some people take life so seriously,0.10400000000000001,7,thesaurus.topn3,0.3985,people take life seriously,anchor.topn3,0.3985,people take life seriously,thesaurus.topn3.replace,0.3985,people take life seriously,anchor.topn3.replace,0.3985,people take life seriously,termluster.topn5.3.bm25,0.3985,people take life seriously,word2vec.topn3,0.1582,people take life seriously poeple peole persons give took lives life   life  severely serious serously,wordnet.topn3,0.1379,people take life seriously multitude hoi polloi ingest proceeds learn life time living severely badly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976644,How amoeba catches its prey,0.4821,8,thesaurus.topn3,0.6737,amoeba catches prey,anchor.topn3,0.6737,amoeba catches prey,thesaurus.topn3.replace,0.6737,amoeba catches prey,anchor.topn3.replace,0.6737,amoeba catches prey,termluster.topn5.3.bm25,0.6737,amoeba catches prey,conceptnet.topn3,0.6182,amoeba catches prey glommer keeper,stem.porter,0.6157,how amoeba catch it prei,stem.porter2,0.6157,how amoeba catch it prey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866981,I know how I got here  but how did you,0.0642,7,thesaurus.topn3,0.0894,know got,anchor.topn3,0.0894,know got,thesaurus.topn3.replace,0.0894,know got,anchor.topn3.replace,0.0894,know got,termluster.topn5.3.bm25,0.0894,know got,onfields.topn3.10.2.25.1.bm25,0.0672,"{'you': 2, 'did': 2, 'but': 2, 'here': 2, 'how': 2, 'i': 2, 'got': 2, 'know': 2, 'id': 2.0, 'content': 1.375, 'rite': 1.375, 'reproduct': 1.25, 'toook': 1.125, '24745699': 1.125, 'hahahahahha': 1.125, 'comprimis': 1.125, 'bbi': 1.0}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.0672,"{'you': 2, 'did': 2, 'but': 2, 'here': 2, 'how': 2, 'i': 2, 'got': 2, 'know': 2, 'id': 2.0, 'content': 1.375, 'rite': 1.375, 'reproduct': 1.25, 'toook': 1.125, '24745699': 1.125, 'hahahahahha': 1.125, 'comprimis': 1.125, 'bbi': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467100,What does sholomister mean,0.0027,12,stem.krovetz,0.0392,what do sholomister mean,stem.lovins,0.0392,what do sholomister mean,thesaurus.topn3,0.0164,sholomister mean,anchor.topn3,0.0164,sholomister mean,wiki.topn3,0.0164,sholomister mean,tagmee.topn3,0.0164,sholomister mean,thesaurus.topn3.replace,0.0164,sholomister mean,anchor.topn3.replace,0.0164,sholomister mean,termluster.topn5.3.bm25,0.0164,sholomister mean,conceptluster.topn5.3.bm25,0.0164,sholomister mean,bertqe.topn10.bm25,0.0051,"{'What does sholomister mean': 1.5, 'hell': 1.0, '  name': 0.8921610519644475, 'mean': 0.6567782662900744, '  mean': 0.43370062030311013, 'mean ': 0.27617724030623036}",glove.topn3,0.0032,sholomister mean necessarily,,,,,,,,,,,,,,,,,,
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non event,0.1518,12,word2vec.topn3,0.2433,gw dogged getting obl yet killing zarkawi non event Gw ipcc agw tenacious plagued obtaining having got gru buks sadam though even however murdering injuring wounding non story nonevent,bertqe.topn10.bm25,0.2176,"{'Why is GW dogged for not getting OBL yet killing Zarkawi is a nonevent': 1.5, 'gwb even admitted obl': 1.0, 'gw say ': 0.9962947556408757, '  call elzarkawi group': 0.9954961674492488, 'assume   gw invaded iraq': 0.9159245698312325, 'gw associates': 0.6417907266153361}",stem.porter,0.2174,why is gw dogg for not gett obl yet kill zarkawi is a non event,thesaurus.topn3,0.1966,gw dogged getting obl yet killing zarkawi non event,anchor.topn3,0.1966,gw dogged getting obl yet killing zarkawi non event,wiki.topn3,0.1966,gw dogged getting obl yet killing zarkawi non event,tagmee.topn3,0.1966,gw dogged getting obl yet killing zarkawi non event,thesaurus.topn3.replace,0.1966,gw dogged getting obl yet killing zarkawi non event,anchor.topn3.replace,0.1966,gw dogged getting obl yet killing zarkawi non event,termluster.topn5.3.bm25,0.1966,gw dogged getting obl yet killing zarkawi non event,conceptluster.topn5.3.bm25,0.1966,gw dogged getting obl yet killing zarkawi non event,stem.porter2,0.1878,whi is gw dog for not get obl yet kill zarkawi is a non event,,,,,,,,,,,,,,,,,,
3559048,How do you sell a junk car without a title,0.5831,10,thesaurus.topn3,0.6447,sell junk car without title,anchor.topn3,0.6447,sell junk car without title,wiki.topn3,0.6447,sell junk car without title,tagmee.topn3,0.6447,sell junk car without title,thesaurus.topn3.replace,0.6447,sell junk car without title,anchor.topn3.replace,0.6447,sell junk car without title,termluster.topn5.3.bm25,0.6447,sell junk car without title,conceptluster.topn5.3.bm25,0.6447,sell junk car without title,stem.trunc4,0.5983,how do you sell a junk car with a titl,stem.trunc5,0.5983,how do you sell a junk car witho a title,,,,,,,,,,,,,,,,,,,,,,,,
823384,why did the army have personal cuts in the mid      s,0.2076,8,relevancefeedback.topn10.bm25,0.3048,why did the army have personal cuts in the mid      s  arab gai i bush cut armi s high sleep,thesaurus.topn3,0.2802,army personal cuts mid       s,anchor.topn3,0.2802,army personal cuts mid       s,thesaurus.topn3.replace,0.2802,army personal cuts mid  s,anchor.topn3.replace,0.2802,army personal cuts mid       s,termluster.topn5.3.bm25,0.2802,army personal cuts mid       s,conceptluster.topn5.3.bm25,0.263,army personal cuts mid       s cutting,stem.porter2,0.2143,whi did the armi have person cut in the mid s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849221,when it comes to religion why dont people realize history repeats itself,0.3463,3,docluster.topn10.3.bm25,0.3642,when it comes to religion why dont people realize history repeats itself  repeat histori,relevancefeedback.topn10.bm25,0.3573,when it comes to religion why dont people realize history repeats itself  histori anymor chang tsk bibl repeat flag,stem.porter2,0.3533,when it come to religion whi dont peopl realiz histori repeat itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280768,why is islam so hated in america,0.2552,10,thesaurus.topn3,0.3758,islam hated america,anchor.topn3,0.3758,islam hated america,thesaurus.topn3.replace,0.3758,islam hated america,anchor.topn3.replace,0.3758,islam hated america,termluster.topn5.3.bm25,0.3758,islam hated america,tagmee.topn3,0.3674,islam hated america Islam,conceptluster.topn5.3.bm25,0.3674,islam hated america islam,stem.porter2,0.3089,whi is islam so hate in america,onfields.topn3.10.2.25.1.bm25,0.2555,"{'in': 2, 'so': 2, 'is': 2, 'whi': 2, 'islam': 2, 'hate': 2, 'america': 2, 'id': 1.583, 'world': 1.417, 'offer': 1.417, 'american': 1.333, 'aid': 1.25, 'blame': 1.25, 'content': 1.25, 'radic': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2555,"{'in': 2, 'so': 2, 'is': 2, 'whi': 2, 'islam': 2, 'hate': 2, 'america': 2, 'id': 1.583, 'world': 1.417, 'offer': 1.417, 'american': 1.333, 'aid': 1.25, 'blame': 1.25, 'content': 1.25, 'radic': 1.167}",,,,,,,,,,,,,,,,,,,,,,,,
4288761,How can i stop my husband from exhuming my baby s body for compensation,0.0826,8,thesaurus.topn3,0.2641,stop husband exhuming baby  s body compensation,anchor.topn3,0.2641,stop husband exhuming baby  s body compensation,wiki.topn3,0.2641,stop husband exhuming baby  s body compensation,tagmee.topn3,0.2641,stop husband exhuming baby  s body compensation,thesaurus.topn3.replace,0.2641,stop husband exhuming baby  s body compensation,anchor.topn3.replace,0.2641,stop husband exhuming baby  s body compensation,termluster.topn5.3.bm25,0.2641,stop husband exhuming baby  s body compensation,conceptluster.topn5.3.bm25,0.2641,stop husband exhuming baby  s body compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847807,How can I get rid of the hicups,0.0679,17,thesaurus.topn3,0.3801,get rid hicups,anchor.topn3,0.3801,get rid hicups,thesaurus.topn3.replace,0.3801,get rid hicups,anchor.topn3.replace,0.3801,get rid hicups,termluster.topn5.3.bm25,0.3801,get rid hicups,bertqe.topn10.bm25,0.2667,"{'How can I get rid of the hicups': 1.5, 'hicup holding ur': 1.0, 'get rid': 0.23440908800134744, 'get rid ': 0.39095726375301937, 'rid ': 0.2599350417467308, ' contents    hicups': 0.10729496893388947}",conceptluster.topn5.3.bm25,0.2316,get rid hicups get,glove.topn3.replace,0.163,got eliminate unfortunately hicups,conceptnet.topn3,0.1226,get rid hicups receive eating quickly,wordnet.topn3.replace,0.1018,contract fix develop free disembarrass hicups,tagmee.topn3,0.0981,get rid hicups Can I Get A,wordnet.topn3,0.0889,get rid hicups contract fix develop free disembarrass,glove.topn3,0.0873,get rid hicups got eliminate unfortunately,stem.lovins,0.0763,how can i ges rid of th hicup,word2vec.topn3,0.0713,get rid hicups obtain give go eradicate banish eliminate,word2vec.topn3.replace,0.0693,obtain give go eradicate banish eliminate hicups,sensedisambiguation.replace,0.0685,How can I suffer rid of the hicups,,,
2018562,Why does my Black Lab howl to  Law and Order  theme song,0.5643,6,thesaurus.topn3,0.6187,black lab howl    law order    theme song,anchor.topn3,0.6187,black lab howl    law order    theme song,thesaurus.topn3.replace,0.6187,black lab howl law order theme song,anchor.topn3.replace,0.6187,black lab howl    law order    theme song,termluster.topn5.3.bm25,0.6187,black lab howl    law order    theme song,stem.porter2,0.618,whi doe my black lab howl to law and order theme song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035857,Why are liberals so quick to defend Saddam,0.4507,6,thesaurus.topn3,0.5363,liberals quick defend saddam,anchor.topn3,0.5363,liberals quick defend saddam,thesaurus.topn3.replace,0.5363,liberals quick defend saddam,anchor.topn3.replace,0.5363,liberals quick defend saddam,termluster.topn5.3.bm25,0.5363,liberals quick defend saddam,stem.porter2,0.4737,whi are liber so quick to defend saddam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008017,why do black people like fried chicken somuch,0.5001,8,tagmee.topn3,0.5375,black people like fried chicken somuch Why  Annie Lennox song  Do  singer  Black people Fried chicken,conceptluster.topn5.3.bm25,0.5264,black people like fried chicken somuch singer black people fried chicken annie lennox song,stem.porter2,0.5186,whi do black peopl like fri chicken somuch,thesaurus.topn3,0.515,black people like fried chicken somuch,anchor.topn3,0.515,black people like fried chicken somuch,thesaurus.topn3.replace,0.515,black people like fried chicken somuch,anchor.topn3.replace,0.515,black people like fried chicken somuch,termluster.topn5.3.bm25,0.515,black people like fried chicken somuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts,0.1836,10,sensedisambiguation,0.5368,How does spending spend prolonged elongated time in microgravity affect involve the bodies torso of astronauts astronaut,thesaurus.topn3,0.5174,spending prolonged time microgravity affect bodies astronauts,anchor.topn3,0.5174,spending prolonged time microgravity affect bodies astronauts,thesaurus.topn3.replace,0.5174,spending prolonged time microgravity affect bodies astronauts,anchor.topn3.replace,0.5174,spending prolonged time microgravity affect bodies astronauts,termluster.topn5.3.bm25,0.5174,spending prolonged time microgravity affect bodies astronauts,tagmee.topn3,0.4829,spending prolonged time microgravity affect bodies astronauts Time Weightlessness Human body Astronaut,conceptluster.topn5.3.bm25,0.4829,spending prolonged time microgravity affect bodies astronauts astronaut human body weightlessness time,wiki.topn3,0.36,spending prolonged time microgravity affect bodies astronauts spacetime life concepts in metaphysics Time lifsupport system spactether orbital spaceflight Weightlessness navel forehead healing Human body astronauts spacshuttlatlantis destroyed spacecraft Astronaut,stem.krovetz,0.2169,how do spend prolonged time in micrograv affect the body of astronaut,,,,,,,,,,,,,,,,,,,,,,,,
421753,how to get rid of a skunk,0.2354,14,tagmee.topn3,0.4839,get rid skunk Skunk,conceptluster.topn5.3.bm25,0.4839,get rid skunk skunk,wiki.topn3,0.45799999999999996,get rid skunk chipmunk opossum prairidog Skunk,word2vec.topn3,0.4198,get rid skunk obtain give go eradicate banish eliminate skunk like,thesaurus.topn3,0.3771,get rid skunk,anchor.topn3,0.3771,get rid skunk,thesaurus.topn3.replace,0.3771,get rid skunk,anchor.topn3.replace,0.3771,get rid skunk,termluster.topn5.3.bm25,0.3771,get rid skunk,stem.lovins,0.3516,how to ges rid of a skunk,sensedisambiguation.replace,0.3054,how to suffer rid of a skunk,conceptnet.topn3,0.259,get rid skunk receive animal,onfields.topn3.10.2.25.1.bm25,0.2382,"{'a': 2, 'of': 2, 'get': 2, 'to': 2, 'how': 2, 'id': 2.0, 'rid': 2, 'skunk': 2, 'trapper': 1.75, 'smell': 1.375, 'juic': 1.375, 'content': 1.375, 'tomato': 1.375, 'nuisanc': 1.25, '40356632': 1.125, 'waterd': 1.125}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2382,"{'a': 2, 'of': 2, 'get': 2, 'to': 2, 'how': 2, 'id': 2.0, 'rid': 2, 'skunk': 2, 'trapper': 1.75, 'smell': 1.375, 'juic': 1.375, 'content': 1.375, 'tomato': 1.375, 'nuisanc': 1.25, '40356632': 1.125, 'waterd': 1.125}",,,,,,,,,,,,
1477322,Why do people say Germans are racists,0.1833,10,thesaurus.topn3,0.4481,people say germans racists,anchor.topn3,0.4481,people say germans racists,thesaurus.topn3.replace,0.4481,people say germans racists,anchor.topn3.replace,0.4481,people say germans racists,termluster.topn5.3.bm25,0.4481,people say germans racists,stem.porter2,0.3672,whi do peopl say german are racist,sensedisambiguation,0.2721,Why do people say suppose Germans german are racists racist,relevancefeedback.topn10.bm25,0.2506,why do people say germans are racists  i racist hitler accus black german sai,onfields.topn3.10.2.25.1.bm25,0.1954,"{'are': 2, 'german': 2, 'do': 2, 'whi': 2, 'peopl': 2, 'say': 2, 'racist': 2, 'id': 1.857, 'white': 1.429, 'black': 1.429, 'content': 1.429, 'nonspanish': 1.143, '33631490': 1.143, '32827911': 1.143, '41181144': 1.143}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1954,"{'are': 2, 'german': 2, 'do': 2, 'whi': 2, 'peopl': 2, 'say': 2, 'racist': 2, 'id': 1.857, 'white': 1.429, 'black': 1.429, 'content': 1.429, 'nonspanish': 1.143, '33631490': 1.143, '32827911': 1.143, '41181144': 1.143}",,,,,,,,,,,,,,,,,,,,,,,,
1607728,what causes gray facial hair in men,0.5829,8,stem.porter,0.6217,what caus grai facial hair in men,stem.porter2,0.6217,what caus gray facial hair in men,relevancefeedback.topn10.bm25,0.6163,what causes gray facial hair in men  i grai caus men american,thesaurus.topn3,0.596,causes gray facial hair men,anchor.topn3,0.596,causes gray facial hair men,thesaurus.topn3.replace,0.596,causes gray facial hair men,anchor.topn3.replace,0.596,causes gray facial hair men,termluster.topn5.3.bm25,0.596,causes gray facial hair men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103830,Why do man Arabs hate the west,0.5149,8,thesaurus.topn3,0.6477,man arabs hate west,anchor.topn3,0.6477,man arabs hate west,thesaurus.topn3.replace,0.6477,man arabs hate west,anchor.topn3.replace,0.6477,man arabs hate west,termluster.topn5.3.bm25,0.6477,man arabs hate west,stem.porter2,0.6141,whi do man arab hate the west,onfields.topn3.10.2.25.1.bm25,0.58,"{'the': 2, 'man': 2, 'do': 2, 'whi': 2, 'west': 2, 'hate': 2, 'that': 2.0, 'arab': 2, 'id': 1.667, 'stupid': 1.333, 'colorado': 1.333, 'content': 1.25, 'incred': 1.25, 'lawrenc': 1.167, 'rocki': 1.083}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.58,"{'the': 2, 'man': 2, 'do': 2, 'whi': 2, 'west': 2, 'hate': 2, 'that': 2.0, 'arab': 2, 'id': 1.667, 'stupid': 1.333, 'colorado': 1.333, 'content': 1.25, 'incred': 1.25, 'lawrenc': 1.167, 'rocki': 1.083}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971195,How do i get my pitbull more agressive,0.2055,12,tagmee.topn3,0.4375,get pitbull agressive Pitbull  rapper  Aggression,conceptluster.topn5.3.bm25,0.4375,get pitbull agressive aggression pitbull rapper,thesaurus.topn3,0.4152,get pitbull agressive,anchor.topn3,0.4152,get pitbull agressive,thesaurus.topn3.replace,0.4152,get pitbull agressive,anchor.topn3.replace,0.4152,get pitbull agressive,termluster.topn5.3.bm25,0.4152,get pitbull agressive,relevancefeedback.topn10.bm25,0.2958,how do i get my pitbull more agressive  dog ask pitbul your he,wordnet.topn3.replace,0.2802,contract fix develop pitbull agressive,wiki.topn3,0.2463,get pitbull agressive lil jon nayer mr      inc  Pitbull  rapper  problem behavior observational learning behavior Aggression,wordnet.topn3,0.239,get pitbull agressive contract fix develop,stem.paicehusk,0.2139,how do i get my pitbul mor agress,,,,,,,,,,,,,,,,,,
4153592,what can make someones ear s stink,0.1,7,thesaurus.topn3,0.2605,make someones ear  s stink,anchor.topn3,0.2605,make someones ear  s stink,thesaurus.topn3.replace,0.2605,make someones ear  s stink,anchor.topn3.replace,0.2605,make someones ear  s stink,termluster.topn5.3.bm25,0.2605,make someones ear  s stink,tagmee.topn3,0.1335,make someones ear  s stink Odor,conceptluster.topn5.3.bm25,0.1335,make someones ear  s stink odor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382487,what do i do if i have not started my period in like almost   months,0.0311,17,thesaurus.topn3,0.1973,started period like almost   months,anchor.topn3,0.1973,started period like almost   months,wiki.topn3,0.1973,started period like almost   months,tagmee.topn3,0.1973,started period like almost   months,thesaurus.topn3.replace,0.1973,started period like almost months,anchor.topn3.replace,0.1973,started period like almost   months,termluster.topn5.3.bm25,0.1973,started period like almost   months,conceptluster.topn5.3.bm25,0.1973,started period like almost   months,wordnet.topn3,0.1226,started period like almost   months bug out set off time period catamenia menstruation corresponding care the likes of nearly near most sixer half dozen calendar month,onfields.topn3.10.2.25.1.bm25,0.1104,"{'6': 2, 'almost': 2, 'like': 2, 'in': 2, 'my': 2, 'start': 2, 'not': 2, 'have': 2, 'if': 2, 'i': 2, 'do': 2, 'what': 2, 'month': 2, 'period': 2, 'id': 1.875, 'pill': 1.5, 'that': 1.5, 'coupl': 1.375, 'content': 1.375, 'ulcer': 1.25, '23701613': 1.125, '40648952': 1.125, 'cruis': 1.125}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1104,"{'6': 2, 'almost': 2, 'like': 2, 'in': 2, 'my': 2, 'start': 2, 'not': 2, 'have': 2, 'if': 2, 'i': 2, 'do': 2, 'what': 2, 'month': 2, 'period': 2, 'id': 1.875, 'pill': 1.5, 'that': 1.5, 'coupl': 1.375, 'content': 1.375, 'ulcer': 1.25, '23701613': 1.125, '40648952': 1.125, 'cruis': 1.125}",sensedisambiguation,0.0928,what do i do if i have not started startle my period time period in like comparable almost about   six months calendar month,conceptnet.topn3,0.0868,started period like almost   months unstarted dot love servant nearly half dozen year,rm3.topn10.10.0.5.bm25,0.0475,go take see i   almost what my do have like period had start month me read,glove.topn3,0.0455,started period like almost   months began during such even nearly though     weeks,stem.lovins,0.0317,what do i do if i hav not start my period in lik almost month,stem.paicehusk,0.0317,what do i do if i hav not start my period in lik almost month,,,
2380990,Why am I alive,0.0933,12,thesaurus.topn3,0.3681,alive,anchor.topn3,0.3681,alive,thesaurus.topn3.replace,0.3681,alive,anchor.topn3.replace,0.3681,alive,termluster.topn5.3.bm25,0.3681,alive,docluster.topn10.3.bm25,0.2233,why am i alive  aliv,bertqe.topn10.bm25,0.1975,"{'Why am I alive': 1.5, 'alive question     ': 1.0, ' contents    alive': 0.9989649095216034, 'alive        ': 0.991676929688172, 'alive healthy ': 0.5870006813029527, 'still alive': 0.4509631959252937}",word2vec.topn3,0.174,alive dead alive  alive,word2vec.topn3.replace,0.1271,dead alive  alive,relevancefeedback.topn10.bm25,0.1267,why am i alive  us   live aliv,tagmee.topn3,0.1198,alive AM broadcasting,stem.porter2,0.1157,whi am i aliv,,,,,,,,,,,,,,,,,,
484496,Why a man float on water when he dies,0.1893,7,thesaurus.topn3,0.3888,man float water dies,anchor.topn3,0.3888,man float water dies,thesaurus.topn3.replace,0.3888,man float water dies,anchor.topn3.replace,0.3888,man float water dies,termluster.topn5.3.bm25,0.3888,man float water dies,tagmee.topn3,0.2279,man float water dies Military Intelligence Directorate  Israel  Water Death,conceptluster.topn5.3.bm25,0.2279,man float water dies military intelligence directorate israel water death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003223,What are the marketing gimmicks that will attract males,0.4681,6,thesaurus.topn3,0.5084,marketing gimmicks attract males,anchor.topn3,0.5084,marketing gimmicks attract males,thesaurus.topn3.replace,0.5084,marketing gimmicks attract males,anchor.topn3.replace,0.5084,marketing gimmicks attract males,termluster.topn5.3.bm25,0.5084,marketing gimmicks attract males,docluster.topn10.3.bm25,0.495,what are the marketing gimmicks that will attract males  gimmick corona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185395,how can i cure the std or the sexually transmitted disease,0.7121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292734,what color you like the most and why,0.0452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them,0.2513,6,thesaurus.topn3,0.3791,media us europe always attacking arabs islam without finding truth,anchor.topn3,0.3791,media us europe always attacking arabs islam without finding truth,thesaurus.topn3.replace,0.3791,media us europe always attacking arabs islam without finding truth,anchor.topn3.replace,0.3791,media us europe always attacking arabs islam without finding truth,termluster.topn5.3.bm25,0.3791,media us europe always attacking arabs islam without finding truth,stem.porter2,0.2833,whi the media in us and europ is alway attack the arab and islam without find the truth about them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
