qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21,method.22,metric.22,query.22,method.23,metric.23,query.23,method.24,metric.24,query.24,method.25,metric.25,query.25,method.26,metric.26,query.26,method.27,metric.27,query.27,method.28,metric.28,query.28,method.29,metric.29,query.29,method.30,metric.30,query.30,method.31,metric.31,query.31,method.32,metric.32,query.32,method.33,metric.33,query.33
235,ham radio ,,26,sensedisambiguation.replace,0.0143,ham radio receiver ,sensedisambiguation,0.0119,ham radio radio receiver ,conceptnet.topn3,0.0102,ham radio ,conceptnet.topn3.replace,0.0102,ham radio ,stem.krovetz,0.0102,ham radio ,stem.paicehusk,0.0102,ham radio ,stem.porter,0.0102,ham radio ,stem.porter2,0.0102,ham radio ,stem.sstemmer,0.0102,ham radio ,stem.trunc5,0.0102,ham radio ,relevancefeedback.topn10.qld,0.0102,ham radio ,docluster.topn10.3.qld,0.0102,ham radio ,rm3.topn10.10.0.5.qld,0.0089,amateur mhz archeri licens hunt crystal radio cb ham station ,tagmee.topn3,0.0022,ham radio Amateur radio ,conceptluster.topn5.3.qld,0.0022,ham radio amateur radio ,termluster.topn5.3.qld,0.0019,ham radio amateur radio new amateur ham new ,wiki.topn3,0.0015,ham radio amateur radio organizations in india wikipedia version     editorial team amateur radio articles by quality log amateur radio operator Amateur radio ,anchor.topn3,0.0013,ham radio    felda    sheffield style   color black    heidelberg wcmz tv a radio televis radyjo ,wordnet.topn3,0.0008,ham radio overplay ham actor receiving set wireless tuner ,wiki.topn3.replace,0.0008,amateur radio organizations in india wikipedia version     editorial team amateur radio articles by quality log amateur radio operator Amateur radio ,glove.topn3,0.0007,ham radio charlton hammers broadcast broadcasts ,bertqe.topn10.qld,0.0005,"{'ham radio': 1.5, 'ham radios called hams': 1.0, 'ham radio commercial radio': 0.5, ' vintage tube ham radio': 0.5, 'ham radio  fm  radio  power': 0.5, 'ham radio equipment  ham radio': 0.5} ",tagmee.topn3.replace,0.0003,Amateur radio ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0003,"{'radio': 2, 'ham': 2, 'space': 1.955, 'amateur': 1.691, 'astronaut': 1.455, 'garriott': 1.373, 'sarex': 1.345, 'shuttl': 1.336, 'nasa': 1.236, 'licens': 1.136, 'w5lfl': 1.073} ",word2vec.topn3,0.0001,ham radio dry cured bacon television ,thesaurus.topn3,0.0001,ham radio  hot dog exhibitionist  transmission wireless ,,,,,,,,,,,,,,,,,,,,,
236,symptoms of mad cow disease in humans ,,33,conceptnet.topn3,0.1152,symptoms mad cow disease humans ,conceptnet.topn3.replace,0.1152,symptoms mad cow disease humans ,stem.krovetz,0.1152,symptom of mad cow disease in human ,stem.sstemmer,0.1152,symptom of mad cow disease in human ,relevancefeedback.topn10.qld,0.1152,symptoms of mad cow disease in humans ,tagmee.topn3,0.1012,symptoms mad cow disease humans Symptom Bovine spongiform encephalopathy Human ,conceptluster.topn5.3.qld,0.1012,symptoms mad cow disease humans human bovine spongiform encephalopathy symptom ,rm3.topn10.10.0.5.qld,0.0987,cattl pregnanc cjd prion cow diseas human brain mad caus symptom ,docluster.topn10.3.qld,0.0946,symptoms of mad cow disease in humans cjd diseas ,sensedisambiguation,0.0932,symptoms symptom of mad huffy cow disease in humans homo ,word2vec.topn3,0.0853,symptoms mad cow disease humans symptons crazy insane crazed bovine infection animals beings ,termluster.topn5.3.qld,0.083,symptoms mad cow disease humans year time sinc case symptom bovin anim diseas human tissu prion mani tissu prion mani ,glove.topn3,0.0823,symptoms mad cow disease humans illness cow crazy mad illness beings animals ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0711,"{'human': 2, 'in': 2, 'mad': 2, 'of': 2, 'symptom': 2, 'cow': 2, 'diseas': 2, 'cjd': 1.35, 'tse': 1.25, 'vcjd': 1.175, 'caus': 1.15, 'spongiform': 1.137, 'creutzfeldtjacob': 1.137, 'creutzfeldtjakob': 1.113, 'scrapi': 1.1, 'encephalopathi': 1.05} ",wordnet.topn3,0.0589,symptoms mad cow disease humans huffy sore unbalanced overawe moo cow man homo ,stem.lovins,0.0587,symptom of mad cow diseas in human ,stem.porter,0.0587,symptom of mad cow diseas in human ,stem.porter2,0.0587,symptom of mad cow diseas in human ,tagmee.topn3.replace,0.0503,Symptom Bovine spongiform encephalopathy Human ,anchor.topn3,0.0446,symptoms mad cow disease humans م   flugstad koldk casteth calveth  rn   ,wiki.topn3,0.0407,symptoms mad cow disease humans research domain criteria etiology  medicine  agenesis Symptom transmissible spongiform encephalopathies genetically modified food genetically modified organism Bovine spongiform encephalopathy apes humans tool using species Human ,glove.topn3.replace,0.0385,illness cow crazy mad illness beings animals ,sensedisambiguation.replace,0.0313,symptom of huffy cow disease in homo ,bertqe.topn10.qld,0.0193,"{'symptoms of mad cow disease in humans': 1.5, 'mad cow disease  strong  include': 1.0, 'mad cow  chronic wasting ': 0.2349442379182157, 'case mad cow': 0.2037174721189591, 'affected animals may display nervousness': 0.12168525402726148, 'symptoms mad cow disease': 0.02007434944237928} ",stem.trunc5,0.0188,sympt of mad cow disea in human ,stem.paicehusk,0.0151,symptom of mad cow diseas in hum ,wiki.topn3.replace,0.0142,research domain criteria etiology  medicine  agenesis Symptom transmissible spongiform encephalopathies genetically modified food genetically modified organism Bovine spongiform encephalopathy apes humans tool using species Human ,thesaurus.topn3,0.0106,symptoms mad cow disease humans  manifestation syndrome   appall bludgeon  Cancer bug  body character ,word2vec.topn3.replace,0.0064,symptons crazy insane crazed bovine infection animals beings ,stem.trunc4,0.0044,symp of mad cow dise in huma ,wordnet.topn3.replace,0.0035,symptoms unbalanced excited unhinged moo cow overawe disease man homo ,thesaurus.topn3.replace,0.0005, manifestation syndrome mad  appall bludgeon  Cancer bug  body character ,anchor.topn3.replace,0.0001,symptoms م   flugstad koldk casteth calveth  rn   disease humans 
237,lump in throat ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,george bush sr bio ,,28,conceptnet.topn3,0.0463,george bush sr bio ,conceptnet.topn3.replace,0.0463,george bush sr bio ,stem.krovetz,0.0463,george bush sr bio ,stem.paicehusk,0.0463,georg bush sr bio ,stem.porter,0.0463,georg bush sr bio ,stem.porter2,0.0463,georg bush sr bio ,stem.sstemmer,0.0463,george bush sr bio ,stem.trunc5,0.0463,georg bush sr bio ,relevancefeedback.topn10.qld,0.0463,george bush sr bio ,docluster.topn10.3.qld,0.0463,george bush sr bio ,tagmee.topn3,0.0428,george bush sr bio George H  W  Bush ,conceptluster.topn5.3.qld,0.0428,george bush sr bio george h  w  bush ,termluster.topn5.3.qld,0.0394,george bush sr bio war presidenti presid georg presid presidenti ,sensedisambiguation.replace,0.0338,george bush strontium bio ,wordnet.topn3,0.0206,george bush sr bio George III George VI scrub Vannevar Bush strontium Sr ,wiki.topn3,0.017,george bush sr bio united states vice presidential candidates       united states vice presidential candidates       cold war cia chiefs George H  W  Bush ,thesaurus.topn3,0.0149,george bush sr bio   backwoods bramble   career story ,stem.lovins,0.0148,georg bush sr bi ,bertqe.topn10.qld,0.0148,"{'george bush sr bio': 1.5, 'bush sr   b  1973  heal': 1.0, 'sr  div   div   p  george bush sr  p ': 0.9046439628482973, 'bush  america s 41st president': 0.7040247678018577, ' h1 class  title   george bush sr ': 0.6167182662538702, 'bush sr families ': 0.5201238390092877} ",sensedisambiguation,0.0126,george bush sr strontium bio ,tagmee.topn3.replace,0.0076,George H  W  Bush ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0072,"{'bio': 2, 'sr': 2, 'w': 2.0, 'georg': 2, 'bush': 2, 'el': 1.767, 'presid': 1.719, 'republican': 1.321, 'uruguay': 1.24, 'deleg': 1.171, 'silverstein': 1.117, 'unido': 1.09, 'embajador': 1.074} ",rm3.topn10.10.0.5.qld,0.0065,kerri googl georg war bio bush presid presidenti john sr ,wordnet.topn3.replace,0.0038,George IV George I George II scrub George Walker Bush Sr atomic number    steradian bio ,wiki.topn3.replace,0.0033,united states vice presidential candidates       united states vice presidential candidates       cold war cia chiefs George H  W  Bush ,glove.topn3,0.0026,george bush sr bio w  bush clinton obama intersects terminus js  bb k      ,stem.trunc4,0.0007,geor bush sr bio ,thesaurus.topn3.replace,0.0002,george  backwoods bramble sr  career story ,,,,,,,,,,,,,,,
239,frank lloyd wright biography ,,29,rm3.topn10.10.0.5.qld,0.0608,hardcov frank fallingwat architect lloyd wright loui biographi sullivan architectur ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0548,"{'biographi': 2, 'frank': 2, 'lloyd': 2, 'wright': 2, 'hous': 1.765, 'tomek': 1.382, 'robi': 1.196, '10900': 1.103, 'nrhp': 1.103, 'usdinp': 1.103, '10240018': 1.103, 'pilast': 1.083} ",wiki.topn3,0.047,frank lloyd wright biography template frank lloyd wright prairischool people from richland center  wisconsin Frank Lloyd Wright template frank lloyd wright prairischool people from richland center  wisconsin Frank Lloyd Wright ,sensedisambiguation,0.045,frank lloyd wright biography ,conceptnet.topn3,0.045,frank lloyd wright biography ,sensedisambiguation.replace,0.045,frank lloyd wright biography ,conceptnet.topn3.replace,0.045,frank lloyd wright biography ,stem.krovetz,0.045,frank lloyd wright biography ,stem.porter,0.045,frank lloyd wright biographi ,stem.porter2,0.045,frank lloyd wright biographi ,stem.sstemmer,0.045,frank lloyd wright biography ,relevancefeedback.topn10.qld,0.045,frank lloyd wright biography ,docluster.topn10.3.qld,0.045,frank lloyd wright biography ,bertqe.topn10.qld,0.0405,"{'frank lloyd wright biography': 1.5, 'biography  frank lloyd wright  architect': 1.0, 'frank lloyd wright  18671959  ': 0.7777777777777777, 'wright biography  18671959  ': 0.6666666666666666, 'wright  frank lloyd  1867 ': 0.4444444444444444, 'wright  frank lloyd  18671959  p   p  frank': 0.4444444444444444} ",anchor.topn3,0.0381,frank lloyd wright biography       sagoian ulferd cywir muese luftkreuz   wright    j        speedwing   ,conceptluster.topn5.3.qld,0.0374,frank lloyd wright biography frank lloyd wright ,termluster.topn5.3.qld,0.0346,frank lloyd wright biography book design hous book design frank book design frank ,wiki.topn3.replace,0.0341,template frank lloyd wright prairischool people from richland center  wisconsin Frank Lloyd Wright template frank lloyd wright prairischool people from richland center  wisconsin Frank Lloyd Wright ,tagmee.topn3,0.0333,frank lloyd wright biography Frank Lloyd Wright Frank Lloyd Wright ,wordnet.topn3,0.0297,frank lloyd wright biography straight from the shoulder candid Harold Clayton Lloyd Harold Lloyd Frank Lloyd Wright Wilbur Wright life life history life story ,glove.topn3,0.0271,frank lloyd wright biography moore                                               rohsh wright http   www co mo md us robinson autobiography ,thesaurus.topn3,0.0268,frank lloyd wright biography  blunt bold   artisan journeyman  autobiography diary ,stem.lovins,0.0208,frank lloyd wright biograph ,stem.paicehusk,0.0208,frank lloyd wright biograph ,tagmee.topn3.replace,0.0205,Frank Lloyd Wright Frank Lloyd Wright ,stem.trunc5,0.0042,frank lloyd wrigh biogr ,word2vec.topn3,0.0015,frank lloyd wright biography candid forthright honest dwayne dixon dickinson jeremiah shaun biographical bio ,anchor.topn3.replace,0.0008,      sagoian ulferd cywir muese luftkreuz   wright    j        speedwing   biography ,wordnet.topn3.replace,0.0004,weenie wienerwurst Harold Lloyd Harold Clayton Lloyd S  S  Van Dine Richard Wright Willard Huntington Wright life story life history life ,,,,,,,,,,,,
240,presidential middle names ,,23,sensedisambiguation,0.021,presidential middle names name ,anchor.topn3,0.0133,presidential middle names ,wiki.topn3,0.0133,presidential middle names ,tagmee.topn3,0.0133,presidential middle names ,conceptnet.topn3,0.0133,presidential middle names ,anchor.topn3.replace,0.0133,presidential middle names ,sensedisambiguation.replace,0.0133,presidential middle name ,conceptnet.topn3.replace,0.0133,presidential middle names ,stem.krovetz,0.0133,presidential middle name ,stem.porter,0.0133,presidenti middl name ,stem.porter2,0.0133,presidenti middl name ,stem.sstemmer,0.0133,presidential middle name ,relevancefeedback.topn10.qld,0.0133,presidential middle names ,conceptluster.topn5.3.qld,0.0133,presidential middle names ,docluster.topn10.3.qld,0.0082,presidential middle names school name ,termluster.topn5.3.qld,0.0055,presidential middle names school new name school presidenti new school presidenti new ,word2vec.topn3,0.0018,presidential middle names presidental vice presidential upper mid nicknames ,word2vec.topn3.replace,0.0003,presidental vice presidential upper mid nicknames ,wordnet.topn3,0.0002,presidential middle names center midriff constitute bring up ,glove.topn3,0.0002,presidential middle names candidate election east part ,rm3.topn10.10.0.5.qld,0.0002,middl student elementari babi hoover hc presidenti win name contain teacher beach ,wordnet.topn3.replace,0.0001,presidential in between midsection cite appoint mention ,bertqe.topn10.qld,0.0001,"{'presidential middle names': 1.5, 'barack obama   39  middle name ': 1.0, 'middle names obama': 0.9473684210526315, 'president  middle name': 0.8421052631578948, 'ronald reagan   39  middle name ': 0.6315789473684211, ' p  hussein barack   39  middle name ': 0.5789473684210527} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,what is a wiki ,,27,bertqe.topn10.qld,0.062,"{'what is a wiki': 1.5, 'wiki  instance  course': 1.0, 'web documents  basically  wiki': 0.3881564245810055, 'wiki simply creating': 0.32759776536312846, 'wiki order': 0.21251396648044685, ' li   href  http  www1atwikicomenguidepages48html  ided9d87a8   wiki   a   li ': 0.09005586592178762} ",adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0295,"{'a': 2, 'is': 2, 'what': 2, 'wiki': 2, 'that': 1.26, 'moinmoin': 1.087, 'wikihow': 1.068, 'deletepag': 1.064, 'edittext': 1.045, 'weirdredlink': 1.034, 'helpmiscellaneousfrequentlyaskedquest': 1.034, 'htmlfont': 1.023, 'wikican': 1.023, 'size12thi': 1.023} ",sensedisambiguation,0.0261,what is a wiki ,sensedisambiguation.replace,0.0261,what is a wiki ,stem.krovetz,0.0261,what is a wiki ,stem.porter,0.0261,what is a wiki ,stem.porter2,0.0261,what is a wiki ,stem.sstemmer,0.0261,what is a wiki ,stem.trunc4,0.0261,what is a wiki ,stem.trunc5,0.0261,what is a wiki ,relevancefeedback.topn10.qld,0.0261,what is a wiki ,anchor.topn3,0.0056,wiki websites  rangshar wikis oth ,thesaurus.topn3,0.004,wiki  ,wordnet.topn3,0.004,wiki ,tagmee.topn3,0.004,wiki Wiki ,conceptnet.topn3,0.004,wiki ,thesaurus.topn3.replace,0.004,wiki ,wordnet.topn3.replace,0.004,wiki ,tagmee.topn3.replace,0.004,Wiki ,conceptnet.topn3.replace,0.004,wiki ,conceptluster.topn5.3.qld,0.004,wiki wiki ,word2vec.topn3,0.0009,wiki wikipedia ,termluster.topn5.3.qld,0.0009,wiki edit get list ,docluster.topn10.3.qld,0.0002,what is a wiki plugin ,glove.topn3,0.0001,wiki webpage ,anchor.topn3.replace,0.0001,websites  rangshar wikis oth ,rm3.topn10.10.0.5.qld,0.0001,cours plugin odd diff what block mode menu wiki    permiss ,,,,,,,,,,,,,,,,,,
242,cannellini beans ,,27,wordnet.topn3,0.0094,cannellini beans bean plant noggin bonce ,word2vec.topn3.replace,0.006,borlotti haricot garbanzo fava ,word2vec.topn3,0.006,cannellini beans borlotti haricot garbanzo fava ,sensedisambiguation,0.0051,cannellini beans bean ,docluster.topn10.3.qld,0.0051,cannellini beans bean ,conceptnet.topn3,0.0039,cannellini beans ,sensedisambiguation.replace,0.0039,cannellini bean ,conceptnet.topn3.replace,0.0039,cannellini beans ,stem.krovetz,0.0039,cannellini bean ,stem.porter,0.0039,cannellini bean ,stem.porter2,0.0039,cannellini bean ,stem.sstemmer,0.0039,cannellini bean ,relevancefeedback.topn10.qld,0.0039,cannellini beans ,conceptluster.topn5.3.qld,0.0036,cannellini beans navy bean ,tagmee.topn3,0.0033,cannellini beans Navy bean Navy bean ,wordnet.topn3.replace,0.0033,cannellini edible bean dome noggin ,termluster.topn5.3.qld,0.0031,cannellini beans appaloosa babi bean yellow whole white ,rm3.topn10.10.0.5.qld,0.002,bean lentil black yellow red cannellini white green organ pea ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0017,"{'cannellini': 2, 'bean': 2, 'percent': 1.207, 'export': 1.163, 'itali': 1.12, 'veget': 1.109, 'reexport': 1.033, '199799': 1.033, 'mostaccioli': 1.033, 'ersusda': 1.033, 'dri': 1.011} ",thesaurus.topn3,0.0016,cannellini beans   berry grain ,bertqe.topn10.qld,0.0014,"{'cannellini beans': 1.5, 'creamy white cannellini bean': 1.0, 'white cannellini bean fairly': 0.8571428571428571, 'cannellini beans  a   td   td width  33   align  left  ': 0.8571428571428571, 'content  cannellinibeans    meta name  description  content ': 0.5714285714285714, 'mellow flavor  cannellini bean': 0.2857142857142857} ",anchor.topn3,0.0013,cannellini beans yardlong el balawi de von ,stem.lovins,0.0012,cannellin bean ,stem.paicehusk,0.0012,cannellin bean ,tagmee.topn3.replace,0.0007,Navy bean Navy bean ,thesaurus.topn3.replace,0.0006,cannellini  berry grain ,glove.topn3,0.0003,cannellini beans garbanzo chickpeas potatoes vegetables ,,,,,,,,,,,,,,,,,,
243,afghanistan flag ,,23,glove.topn3,0.013,afghanistan flag afghan taliban banner ,wordnet.topn3,0.0104,afghanistan flag Islamic State of Afghanistan droop signal flag masthead ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0065,"{'flag': 2, 'afghanistan': 2, 'afghan': 2.0, 'karzai': 1.276, 'chairman': 1.219, 'armitag': 1.181, 'applaus': 1.114, 'reopen': 1.076, 'exuber': 1.048, 'flagrais': 1.038, 'embassi': 1.0} ",tagmee.topn3,0.0061,afghanistan flag Afghanistan Flag ,conceptnet.topn3,0.0061,afghanistan flag ,tagmee.topn3.replace,0.0061,Afghanistan Flag ,conceptnet.topn3.replace,0.0061,afghanistan flag ,stem.krovetz,0.0061,afghanistan flag ,stem.lovins,0.0061,afghanistan flag ,stem.porter,0.0061,afghanistan flag ,stem.porter2,0.0061,afghanistan flag ,stem.sstemmer,0.0061,afghanistan flag ,relevancefeedback.topn10.qld,0.0061,afghanistan flag ,docluster.topn10.3.qld,0.0061,afghanistan flag ,conceptluster.topn5.3.qld,0.0061,afghanistan flag afghanistan flag ,bertqe.topn10.qld,0.0025,"{'afghanistan flag': 1.5, 'national flag afghanistan': 1.0, 'afghanistan flag 12 x 18': 1.0, 'heavyweight nylon afghanistan flags feature': 0.6666666666666666, '   href  http  wwwflagdomcomafghanistanflagsafghanistanflagsoutdoornylon    a   span style  color  gray  display  inline    span   br    td ': 0.6666666666666666, 'flag afghanistan  afghanistan flag ': 0.6666666666666666} ",termluster.topn5.3.qld,0.0009,afghanistan flag flag intern nylon afghanistan intern nylon ,sensedisambiguation,0.0005,afghanistan flag pin ,thesaurus.topn3,0.0004,afghanistan flag   banner emblem ,thesaurus.topn3.replace,0.0003,afghanistan  banner emblem ,wiki.topn3,0.0002,afghanistan flag states and territories established in      territories under military occupation education in afghanistan Afghanistan national flag civil ensign public holiday Flag ,anchor.topn3,0.0001,afghanistan flag junbish  عالی      present  rammersmen   foic  officer in command ,rm3.topn10.10.0.5.qld,0.0001,american stick inch flagpol forg flag militari polyest afghanistan nylon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,old town scottsdale ,,23,sensedisambiguation,0.0646,old previous town township scottsdale ,conceptnet.topn3,0.0574,old town scottsdale ,conceptnet.topn3.replace,0.0574,old town scottsdale ,stem.krovetz,0.0574,old town scottsdale ,stem.lovins,0.0574,old town scottsdal ,stem.porter,0.0574,old town scottsdal ,stem.porter2,0.0574,old town scottsdal ,stem.sstemmer,0.0574,old town scottsdale ,relevancefeedback.topn10.qld,0.0574,old town scottsdale ,termluster.topn5.3.qld,0.0466,old town scottsdale scottsdal town dai old scottsdal dai town old dai ,tagmee.topn3,0.0288,old town scottsdale Alexandria  Virginia Scottsdale  Arizona ,conceptluster.topn5.3.qld,0.0288,old town scottsdale alexandria virginia scottsdale arizona ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0202,"{'town': 2, 'old': 2, 'scottsdal': 2, 'garag': 1.444, 'councilman': 1.269, 'licens': 1.259, 'ekblaw': 1.241, 'kroy': 1.12, 'gawf': 1.12, 'kekblawscottsdaleazgov': 1.12, '4803127064': 1.12, '4803127619': 1.065, 'jefisherscottsdaleazgov': 1.065} ",docluster.topn10.3.qld,0.0192,old town scottsdale scottsdal crossfit ,rm3.topn10.10.0.5.qld,0.0078,rep hotel az suit crossfit inn old resort scottsdal north town ,wordnet.topn3,0.005,old town scottsdale honest to goodness one time previous Ithiel Town townspeople ,glove.topn3,0.0023,old town scottsdale    year    year village tempe tucson ,anchor.topn3,0.0019,old town scottsdale neredmet old timonu  old  颜厝镇   雨敞坪镇  heimifeng  ,thesaurus.topn3,0.0014,old town scottsdale  aged ancient  city metropolis  ,wiki.topn3,0.0004,old town scottsdale alexandria  virginia history of the district of columbia fairfax  virginia Alexandria  Virginia scottsdale  arizona tempe  arizona mesa  arizona Scottsdale  Arizona ,stem.paicehusk,0.0002,old town scottsd ,tagmee.topn3.replace,0.0001,Alexandria  Virginia Scottsdale  Arizona ,sensedisambiguation.replace,0.0001,previous township scottsdale ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,roosevelt island ,,19,termluster.topn5.3.qld,0.0043,roosevelt island island new view roosevelt new view ,tagmee.topn3,0.0035,roosevelt island Roosevelt Island ,sensedisambiguation,0.0035,roosevelt island ,conceptnet.topn3,0.0035,roosevelt island ,tagmee.topn3.replace,0.0035,Roosevelt Island ,sensedisambiguation.replace,0.0035,roosevelt island ,conceptnet.topn3.replace,0.0035,roosevelt island ,stem.krovetz,0.0035,roosevelt island ,stem.lovins,0.0035,roosevelt island ,stem.paicehusk,0.0035,roosevelt island ,stem.porter,0.0035,roosevelt island ,stem.porter2,0.0035,roosevelt island ,stem.sstemmer,0.0035,roosevelt island ,relevancefeedback.topn10.qld,0.0035,roosevelt island ,docluster.topn10.3.qld,0.0035,roosevelt island ,conceptluster.topn5.3.qld,0.0035,roosevelt island ,anchor.topn3,0.0012,roosevelt island   roosevelt    lucky  roosevelt  bijith        türkeli  ,bertqe.topn10.qld,0.0002,"{'roosevelt island': 1.5, 'roosevelt island 885acre': 1.0, 'roosevelt island  caroline apartments  roosevelt': 0.33333333333333326, 'rentals  rent apt roosevelt island ': 0.33333333333333326, 'roosevelt island  manhattan apartments': 0.22222222222222224, ' roosevelt island operating corp  ': 0.22222222222222224} ",anchor.topn3.replace,0.0001,  roosevelt    lucky  roosevelt  bijith        türkeli  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,civil war battles in South Carolina ,,29,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0083,"{'carolina': 2, 'south': 2, 'in': 2, 'battl': 2, 'war': 2, 'civil': 2, 'classmsonorm': 2.0, 'aligncent': 1.966, 'styletextalign': 1.915, 'centerspan': 1.797, 'msolisttypesimpl': 1.39, 'msolevelnumberpositionleft': 1.39, 'textindent25in': 1.39, 'oallowincel': 1.339, 'msoleveltabstop25in': 1.305, 'msobidifontfamili': 1.0, 'stylefontfamili': 1.0} ",bertqe.topn10.qld,0.0048,"{'civil war battles in South Carolina': 1.5, 'carolina  fort macon civil war': 1.0, 'south carolina  civil war round': 0.6756756756756757, 'categorynorthcarolina categorypow categorysouthcarolina categoryunion tagbattleofplymouth1864': 0.5945945945945945, 'carolina  raleigh civil war round': 0.4594594594594593, 'table  a   li   li   href  roundtables149073southcarolinacivilwarroundtableofcharlestonhtml  ': 0.4594594594594593} ",tagmee.topn3,0.0044,civil war battles south carolina Civil war Battle Province of South Carolina ,conceptnet.topn3,0.0044,civil war battles south carolina ,conceptnet.topn3.replace,0.0044,civil war battles south carolina ,stem.krovetz,0.0044,civil war battle in south carolina ,stem.porter,0.0044,civil war battl in south carolina ,stem.porter2,0.0044,civil war battl in south carolina ,stem.sstemmer,0.0044,civil war battle in south carolina ,relevancefeedback.topn10.qld,0.0044,civil war battles in South Carolina ,conceptluster.topn5.3.qld,0.0044,civil war battles south carolina battle civil war province south carolina ,tagmee.topn3.replace,0.0041,Civil war Battle Province of South Carolina ,sensedisambiguation,0.0029,civil war battles conflict in South Carolina ,sensedisambiguation.replace,0.0029,civil war conflict in south carolina ,wiki.topn3,0.0023,civil war battles south carolina guerrilla warfare dictator rebellion Civil war battles siege raid  military  Battle list of colonial governors of south carolina william rhett robert johnson  governor  Province of South Carolina ,termluster.topn5.3.qld,0.0023,civil war battles south carolina armi battl carolina armi battl carolina war virginia south armi battl carolina armi battl civil ,docluster.topn10.3.qld,0.0018,civil war battles in south carolina franklin ,anchor.topn3,0.0017,civil war battles south carolina eforia ordinance  spitalelor war theori wars      jeanlucjosset taurai mankachar north epimenio dactylogastra carolina histori ,glove.topn3,0.0013,civil war battles south carolina conflict brought conflict fought north africa alabama n c  ,wiki.topn3.replace,0.0011,guerrilla warfare dictator rebellion Civil war battles siege raid  military  Battle list of colonial governors of south carolina william rhett robert johnson  governor  Province of South Carolina ,thesaurus.topn3,0.001,civil war battles south carolina   battle bloodshed  action assault  larboard near  ,rm3.topn10.10.0.5.qld,0.001,american war civil infantri regiment north south confeder battl carolina ,stem.trunc5,0.0006,civil war battl in south carol ,wordnet.topn3,0.0005,civil war battles south carolina civic polite state of war warfare fight conflict in the south ,stem.lovins,0.0005,civil war battl in south carolin ,wordnet.topn3.replace,0.0003,civic polite state of war warfare engagement struggle fight Confederacy in the south southward carolina ,anchor.topn3.replace,0.0003,eforia ordinance  spitalelor war theori wars      jeanlucjosset battles taurai mankachar north epimenio dactylogastra carolina histori ,thesaurus.topn3.replace,0.0001,civil  battle bloodshed  action assault  larboard near carolina ,stem.paicehusk,0.0001,civil war battl in sou carolin ,,,,,,,,,,,,
247,rain man ,,17,wiki.topn3,0.0052,rain man american beauty       film  as good as it gets thwar of throses  film  Rain Man ,tagmee.topn3,0.0008,rain man Rain Man ,tagmee.topn3.replace,0.0008,Rain Man ,stem.krovetz,0.0008,rain man ,stem.lovins,0.0008,rain man ,stem.paicehusk,0.0008,rain man ,stem.porter,0.0008,rain man ,stem.porter2,0.0008,rain man ,stem.sstemmer,0.0008,rain man ,stem.trunc4,0.0008,rain man ,stem.trunc5,0.0008,rain man ,relevancefeedback.topn10.qld,0.0008,rain man ,docluster.topn10.3.qld,0.0008,rain man ,termluster.topn5.3.qld,0.0008,rain man man rain ,conceptluster.topn5.3.qld,0.0008,rain man rain man ,wiki.topn3.replace,0.0005,american beauty       film  as good as it gets thwar of throses  film  Rain Man ,sensedisambiguation,0.0002,rain man world ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
